date,Musica Anni 80,isPartial
2018-01-07,24,False
2018-01-14,24,False
2018-01-21,47,False
2018-01-28,81,False
2018-02-04,0,False
2018-02-11,46,False
2018-02-18,33,False
2018-02-25,64,False
2018-03-04,45,False
2018-03-11,35,False
2018-03-18,67,False
2018-03-25,72,False
2018-04-01,25,False
2018-04-08,59,False
2018-04-15,48,False
2018-04-22,75,False
2018-04-29,36,False
2018-05-06,24,False
2018-05-13,24,False
2018-05-20,24,False
2018-05-27,36,False
2018-06-03,36,False
2018-06-10,66,False
2018-06-17,23,False
2018-06-24,67,False
2018-07-01,23,False
2018-07-08,34,False
2018-07-15,0,False
2018-07-22,33,False
2018-07-29,45,False
2018-08-05,44,False
2018-08-12,59,False
2018-08-19,39,False
2018-08-26,0,False
2018-09-02,43,False
2018-09-09,34,False
2018-09-16,23,False
2018-09-23,23,False
2018-09-30,46,False
2018-10-07,49,False
2018-10-14,48,False
2018-10-21,48,False
2018-10-28,47,False
2018-11-04,35,False
2018-11-11,48,False
2018-11-18,23,False
2018-11-25,94,False
2018-12-02,87,False
2018-12-09,73,False
2018-12-16,24,False
2018-12-23,64,False
2018-12-30,35,False
2019-01-06,79,False
2019-01-13,45,False
2019-01-20,53,False
2019-01-27,21,False
2019-02-03,42,False
2019-02-10,63,False
2019-02-17,65,False
2019-02-24,32,False
2019-03-03,45,False
2019-03-10,43,False
2019-03-17,22,False
2019-03-24,22,False
2019-03-31,44,False
2019-04-07,21,False
2019-04-14,56,False
2019-04-21,23,False
2019-04-28,63,False
2019-05-05,0,False
2019-05-12,62,False
2019-05-19,42,False
2019-05-26,0,False
2019-06-02,88,False
2019-06-09,34,False
2019-06-16,33,False
2019-06-23,22,False
2019-06-30,44,False
2019-07-07,20,False
2019-07-14,62,False
2019-07-21,22,False
2019-07-28,62,False
2019-08-04,31,False
2019-08-11,43,False
2019-08-18,41,False
2019-08-25,41,False
2019-09-01,20,False
2019-09-08,100,False
2019-09-15,59,False
2019-09-22,50,False
2019-09-29,40,False
2019-10-06,0,False
2019-10-13,52,False
2019-10-20,31,False
2019-10-27,30,False
2019-11-03,20,False
2019-11-10,80,False
2019-11-17,40,False
2019-11-24,59,False
2019-12-01,51,False
2019-12-08,42,False
2019-12-15,31,False
2019-12-22,21,False
2019-12-29,42,False
2020-01-05,20,False
2020-01-12,19,False
2020-01-19,39,False
2020-01-26,38,False
2020-02-02,46,False
2020-02-09,77,False
2020-02-16,39,False
2020-02-23,27,False
2020-03-01,71,False
2020-03-08,33,False
2020-03-15,81,False
2020-03-22,46,False
2020-03-29,62,False
2020-04-05,41,False
2020-04-12,58,False
2020-04-19,77,False
2020-04-26,83,True
