date,Musica Anni 80,isPartial
2018-01-07,85,False
2018-01-14,28,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,0,False
2018-02-18,27,False
2018-02-25,27,False
2018-03-04,40,False
2018-03-11,27,False
2018-03-18,81,False
2018-03-25,0,False
2018-04-01,44,False
2018-04-08,40,False
2018-04-15,28,False
2018-04-22,43,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,40,False
2018-05-20,0,False
2018-05-27,27,False
2018-06-03,26,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,46,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,44,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,0,False
2018-08-12,41,False
2018-08-19,31,False
2018-08-26,45,False
2018-09-02,21,False
2018-09-09,53,False
2018-09-16,21,False
2018-09-23,23,False
2018-09-30,61,False
2018-10-07,53,False
2018-10-14,27,False
2018-10-21,28,False
2018-10-28,27,False
2018-11-04,27,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,27,False
2018-12-02,56,False
2018-12-09,28,False
2018-12-16,30,False
2018-12-23,49,False
2018-12-30,31,False
2019-01-06,28,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,27,False
2019-02-03,55,False
2019-02-10,42,False
2019-02-17,57,False
2019-02-24,27,False
2019-03-03,44,False
2019-03-10,0,False
2019-03-17,57,False
2019-03-24,29,False
2019-03-31,28,False
2019-04-07,27,False
2019-04-14,28,False
2019-04-21,85,False
2019-04-28,27,False
2019-05-05,27,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,25,False
2019-06-02,26,False
2019-06-09,38,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,37,False
2019-07-07,0,False
2019-07-14,46,False
2019-07-21,23,False
2019-07-28,23,False
2019-08-04,33,False
2019-08-11,42,False
2019-08-18,59,False
2019-08-25,40,False
2019-09-01,41,False
2019-09-08,0,False
2019-09-15,23,False
2019-09-22,0,False
2019-09-29,36,False
2019-10-06,49,False
2019-10-13,87,False
2019-10-20,47,False
2019-10-27,50,False
2019-11-03,59,False
2019-11-10,0,False
2019-11-17,24,False
2019-11-24,45,False
2019-12-01,35,False
2019-12-08,0,False
2019-12-15,37,False
2019-12-22,27,False
2019-12-29,26,False
2020-01-05,46,False
2020-01-12,0,False
2020-01-19,33,False
2020-01-26,22,False
2020-02-02,43,False
2020-02-09,67,False
2020-02-16,33,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,29,False
2020-03-15,19,False
2020-03-22,18,False
2020-03-29,38,False
2020-04-05,30,False
2020-04-12,20,False
2020-04-19,38,False
2020-04-26,100,True
