date,Musica Anni 80,isPartial
2018-01-07,35,False
2018-01-14,58,False
2018-01-21,11,False
2018-01-28,23,False
2018-02-04,45,False
2018-02-11,23,False
2018-02-18,12,False
2018-02-25,36,False
2018-03-04,12,False
2018-03-11,24,False
2018-03-18,25,False
2018-03-25,26,False
2018-04-01,54,False
2018-04-08,12,False
2018-04-15,37,False
2018-04-22,26,False
2018-04-29,13,False
2018-05-06,13,False
2018-05-13,25,False
2018-05-20,25,False
2018-05-27,39,False
2018-06-03,13,False
2018-06-10,12,False
2018-06-17,0,False
2018-06-24,24,False
2018-07-01,12,False
2018-07-08,12,False
2018-07-15,63,False
2018-07-22,12,False
2018-07-29,35,False
2018-08-05,23,False
2018-08-12,23,False
2018-08-19,11,False
2018-08-26,34,False
2018-09-02,23,False
2018-09-09,48,False
2018-09-16,23,False
2018-09-23,12,False
2018-09-30,23,False
2018-10-07,36,False
2018-10-14,24,False
2018-10-21,74,False
2018-10-28,36,False
2018-11-04,12,False
2018-11-11,38,False
2018-11-18,38,False
2018-11-25,12,False
2018-12-02,13,False
2018-12-09,26,False
2018-12-16,54,False
2018-12-23,57,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,24,False
2019-01-20,22,False
2019-01-27,35,False
2019-02-03,0,False
2019-02-10,11,False
2019-02-17,35,False
2019-02-24,35,False
2019-03-03,49,False
2019-03-10,47,False
2019-03-17,36,False
2019-03-24,36,False
2019-03-31,35,False
2019-04-07,12,False
2019-04-14,0,False
2019-04-21,25,False
2019-04-28,83,False
2019-05-05,35,False
2019-05-12,11,False
2019-05-19,12,False
2019-05-26,43,False
2019-06-02,35,False
2019-06-09,25,False
2019-06-16,63,False
2019-06-23,36,False
2019-06-30,37,False
2019-07-07,48,False
2019-07-14,36,False
2019-07-21,74,False
2019-07-28,24,False
2019-08-04,12,False
2019-08-11,36,False
2019-08-18,100,False
2019-08-25,33,False
2019-09-01,0,False
2019-09-08,34,False
2019-09-15,56,False
2019-09-22,11,False
2019-09-29,11,False
2019-10-06,34,False
2019-10-13,12,False
2019-10-20,11,False
2019-10-27,57,False
2019-11-03,11,False
2019-11-10,0,False
2019-11-17,46,False
2019-11-24,11,False
2019-12-01,23,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,13,False
2019-12-29,25,False
2020-01-05,12,False
2020-01-12,22,False
2020-01-19,33,False
2020-01-26,55,False
2020-02-02,32,False
2020-02-09,22,False
2020-02-16,45,False
2020-02-23,32,False
2020-03-01,21,False
2020-03-08,29,False
2020-03-15,56,False
2020-03-22,35,False
2020-03-29,9,False
2020-04-05,38,False
2020-04-12,58,False
2020-04-19,63,False
2020-04-26,32,True
