date,Erdaushub,isPartial
2018-01-07,48,False
2018-01-14,47,False
2018-01-21,95,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,48,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,50,False
2018-04-01,49,False
2018-04-08,49,False
2018-04-15,67,False
2018-04-22,71,False
2018-04-29,50,False
2018-05-06,50,False
2018-05-13,0,False
2018-05-20,75,False
2018-05-27,0,False
2018-06-03,72,False
2018-06-10,47,False
2018-06-17,47,False
2018-06-24,0,False
2018-07-01,50,False
2018-07-08,100,False
2018-07-15,53,False
2018-07-22,51,False
2018-07-29,49,False
2018-08-05,0,False
2018-08-12,46,False
2018-08-19,68,False
2018-08-26,47,False
2018-09-02,0,False
2018-09-09,47,False
2018-09-16,94,False
2018-09-23,48,False
2018-09-30,0,False
2018-10-07,75,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,46,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,46,False
2018-11-25,47,False
2018-12-02,0,False
2018-12-09,47,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,44,False
2019-01-20,0,False
2019-01-27,90,False
2019-02-03,0,False
2019-02-10,46,False
2019-02-17,46,False
2019-02-24,47,False
2019-03-03,0,False
2019-03-10,66,False
2019-03-17,0,False
2019-03-24,47,False
2019-03-31,46,False
2019-04-07,48,False
2019-04-14,0,False
2019-04-21,95,False
2019-04-28,46,False
2019-05-05,45,False
2019-05-12,46,False
2019-05-19,45,False
2019-05-26,46,False
2019-06-02,88,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,46,False
2019-06-30,68,False
2019-07-07,69,False
2019-07-14,97,False
2019-07-21,51,False
2019-07-28,47,False
2019-08-04,47,False
2019-08-11,0,False
2019-08-18,89,False
2019-08-25,0,False
2019-09-01,43,False
2019-09-08,44,False
2019-09-15,0,False
2019-09-22,87,False
2019-09-29,89,False
2019-10-06,44,False
2019-10-13,43,False
2019-10-20,43,False
2019-10-27,43,False
2019-11-03,62,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,61,False
2019-12-01,41,False
2019-12-08,41,False
2019-12-15,0,False
2019-12-22,46,False
2019-12-29,43,False
2020-01-05,39,False
2020-01-12,38,False
2020-01-19,40,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,38,False
2020-02-16,40,False
2020-02-23,0,False
2020-03-01,40,False
2020-03-08,37,False
2020-03-15,37,False
2020-03-22,37,False
2020-03-29,36,False
2020-04-05,40,False
2020-04-12,58,False
2020-04-19,74,False
2020-04-26,83,False
2020-05-03,0,False
2020-05-10,36,False
