date,Verglasung,isPartial
2018-01-07,49,False
2018-01-14,48,False
2018-01-21,57,False
2018-01-28,25,False
2018-02-04,42,False
2018-02-11,50,False
2018-02-18,50,False
2018-02-25,50,False
2018-03-04,76,False
2018-03-11,74,False
2018-03-18,38,False
2018-03-25,66,False
2018-04-01,45,False
2018-04-08,61,False
2018-04-15,35,False
2018-04-22,60,False
2018-04-29,89,False
2018-05-06,54,False
2018-05-13,69,False
2018-05-20,84,False
2018-05-27,56,False
2018-06-03,52,False
2018-06-10,50,False
2018-06-17,68,False
2018-06-24,26,False
2018-07-01,33,False
2018-07-08,26,False
2018-07-15,43,False
2018-07-22,26,False
2018-07-29,54,False
2018-08-05,37,False
2018-08-12,28,False
2018-08-19,28,False
2018-08-26,42,False
2018-09-02,71,False
2018-09-09,44,False
2018-09-16,0,False
2018-09-23,52,False
2018-09-30,39,False
2018-10-07,25,False
2018-10-14,34,False
2018-10-21,58,False
2018-10-28,50,False
2018-11-04,98,False
2018-11-11,82,False
2018-11-18,47,False
2018-11-25,48,False
2018-12-02,48,False
2018-12-09,32,False
2018-12-16,100,False
2018-12-23,29,False
2018-12-30,35,False
2019-01-06,47,False
2019-01-13,54,False
2019-01-20,38,False
2019-01-27,46,False
2019-02-03,58,False
2019-02-10,71,False
2019-02-17,40,False
2019-02-24,73,False
2019-03-03,72,False
2019-03-10,31,False
2019-03-17,72,False
2019-03-24,24,False
2019-03-31,32,False
2019-04-07,55,False
2019-04-14,26,False
2019-04-21,50,False
2019-04-28,48,False
2019-05-05,58,False
2019-05-12,71,False
2019-05-19,69,False
2019-05-26,40,False
2019-06-02,48,False
2019-06-09,25,False
2019-06-16,25,False
2019-06-23,40,False
2019-06-30,55,False
2019-07-07,62,False
2019-07-14,81,False
2019-07-21,42,False
2019-07-28,25,False
2019-08-04,27,False
2019-08-11,26,False
2019-08-18,70,False
2019-08-25,80,False
2019-09-01,66,False
2019-09-08,96,False
2019-09-15,32,False
2019-09-22,47,False
2019-09-29,0,False
2019-10-06,38,False
2019-10-13,68,False
2019-10-20,56,False
2019-10-27,53,False
2019-11-03,33,False
2019-11-10,56,False
2019-11-17,59,False
2019-11-24,43,False
2019-12-01,34,False
2019-12-08,51,False
2019-12-15,46,False
2019-12-22,52,False
2019-12-29,75,False
2020-01-05,36,False
2020-01-12,35,False
2020-01-19,64,False
2020-01-26,52,False
2020-02-02,42,False
2020-02-09,21,False
2020-02-16,51,False
2020-02-23,42,False
2020-03-01,96,False
2020-03-08,39,False
2020-03-15,32,False
2020-03-22,37,False
2020-03-29,56,False
2020-04-05,55,False
2020-04-12,50,False
2020-04-19,38,False
2020-04-26,37,False
2020-05-03,63,False
2020-05-10,100,False
