date,Verglasung,isPartial
2018-01-07,25,False
2018-01-14,100,False
2018-01-21,25,False
2018-01-28,25,False
2018-02-04,39,False
2018-02-11,52,False
2018-02-18,51,False
2018-02-25,64,False
2018-03-04,26,False
2018-03-11,38,False
2018-03-18,26,False
2018-03-25,0,False
2018-04-01,27,False
2018-04-08,27,False
2018-04-15,27,False
2018-04-22,0,False
2018-04-29,27,False
2018-05-06,27,False
2018-05-13,39,False
2018-05-20,0,False
2018-05-27,53,False
2018-06-03,27,False
2018-06-10,25,False
2018-06-17,26,False
2018-06-24,27,False
2018-07-01,45,False
2018-07-08,27,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,34,False
2018-08-05,51,False
2018-08-12,0,False
2018-08-19,26,False
2018-08-26,0,False
2018-09-02,26,False
2018-09-09,26,False
2018-09-16,26,False
2018-09-23,40,False
2018-09-30,28,False
2018-10-07,45,False
2018-10-14,26,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,25,False
2018-11-25,0,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,47,False
2019-01-13,24,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,24,False
2019-02-10,73,False
2019-02-17,25,False
2019-02-24,26,False
2019-03-03,0,False
2019-03-10,24,False
2019-03-17,25,False
2019-03-24,38,False
2019-03-31,25,False
2019-04-07,50,False
2019-04-14,0,False
2019-04-21,26,False
2019-04-28,50,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,40,False
2019-05-26,25,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,25,False
2019-06-30,0,False
2019-07-07,25,False
2019-07-14,26,False
2019-07-21,68,False
2019-07-28,26,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,25,False
2019-08-25,24,False
2019-09-01,0,False
2019-09-08,25,False
2019-09-15,37,False
2019-09-22,24,False
2019-09-29,0,False
2019-10-06,24,False
2019-10-13,23,False
2019-10-20,0,False
2019-10-27,34,False
2019-11-03,45,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,22,False
2019-12-01,0,False
2019-12-08,23,False
2019-12-15,46,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,21,False
2020-01-12,21,False
2020-01-19,22,False
2020-01-26,21,False
2020-02-02,28,False
2020-02-09,21,False
2020-02-16,22,False
2020-02-23,21,False
2020-03-01,0,False
2020-03-08,20,False
2020-03-15,19,False
2020-03-22,27,False
2020-03-29,18,False
2020-04-05,27,False
2020-04-12,19,False
2020-04-19,56,False
2020-04-26,36,False
2020-05-03,0,False
2020-05-10,19,False
