date,Verglasung,isPartial
2018-01-07,31,False
2018-01-14,0,False
2018-01-21,92,False
2018-01-28,61,False
2018-02-04,32,False
2018-02-11,0,False
2018-02-18,31,False
2018-02-25,31,False
2018-03-04,59,False
2018-03-11,0,False
2018-03-18,30,False
2018-03-25,49,False
2018-04-01,0,False
2018-04-08,32,False
2018-04-15,32,False
2018-04-22,42,False
2018-04-29,0,False
2018-05-06,34,False
2018-05-13,32,False
2018-05-20,0,False
2018-05-27,31,False
2018-06-03,32,False
2018-06-10,40,False
2018-06-17,31,False
2018-06-24,95,False
2018-07-01,32,False
2018-07-08,33,False
2018-07-15,35,False
2018-07-22,55,False
2018-07-29,55,False
2018-08-05,71,False
2018-08-12,36,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,64,False
2018-09-09,31,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,37,False
2018-10-07,26,False
2018-10-14,42,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,60,False
2018-11-11,63,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,31,False
2018-12-09,63,False
2018-12-16,0,False
2018-12-23,42,False
2018-12-30,0,False
2019-01-06,44,False
2019-01-13,0,False
2019-01-20,27,False
2019-01-27,24,False
2019-02-03,31,False
2019-02-10,0,False
2019-02-17,31,False
2019-02-24,45,False
2019-03-03,25,False
2019-03-10,61,False
2019-03-17,31,False
2019-03-24,31,False
2019-03-31,47,False
2019-04-07,41,False
2019-04-14,86,False
2019-04-21,34,False
2019-04-28,25,False
2019-05-05,30,False
2019-05-12,31,False
2019-05-19,45,False
2019-05-26,32,False
2019-06-02,80,False
2019-06-09,62,False
2019-06-16,31,False
2019-06-23,32,False
2019-06-30,31,False
2019-07-07,31,False
2019-07-14,32,False
2019-07-21,100,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,31,False
2019-08-18,30,False
2019-08-25,43,False
2019-09-01,29,False
2019-09-08,31,False
2019-09-15,44,False
2019-09-22,30,False
2019-09-29,27,False
2019-10-06,45,False
2019-10-13,30,False
2019-10-20,29,False
2019-10-27,87,False
2019-11-03,25,False
2019-11-10,29,False
2019-11-17,29,False
2019-11-24,28,False
2019-12-01,40,False
2019-12-08,58,False
2019-12-15,30,False
2019-12-22,77,False
2019-12-29,31,False
2020-01-05,26,False
2020-01-12,36,False
2020-01-19,28,False
2020-01-26,28,False
2020-02-02,29,False
2020-02-09,25,False
2020-02-16,42,False
2020-02-23,80,False
2020-03-01,39,False
2020-03-08,0,False
2020-03-15,26,False
2020-03-22,40,False
2020-03-29,26,False
2020-04-05,40,False
2020-04-12,29,False
2020-04-19,36,False
2020-04-26,39,False
2020-05-03,36,False
2020-05-10,0,False
