date,Verglasung,isPartial
2018-01-07,0,False
2018-01-14,48,False
2018-01-21,24,False
2018-01-28,24,False
2018-02-04,32,False
2018-02-11,49,False
2018-02-18,40,False
2018-02-25,60,False
2018-03-04,0,False
2018-03-11,40,False
2018-03-18,50,False
2018-03-25,53,False
2018-04-01,27,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,26,False
2018-04-29,26,False
2018-05-06,26,False
2018-05-13,25,False
2018-05-20,26,False
2018-05-27,43,False
2018-06-03,26,False
2018-06-10,25,False
2018-06-17,0,False
2018-06-24,26,False
2018-07-01,67,False
2018-07-08,45,False
2018-07-15,27,False
2018-07-22,27,False
2018-07-29,26,False
2018-08-05,64,False
2018-08-12,61,False
2018-08-19,51,False
2018-08-26,58,False
2018-09-02,25,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,51,False
2018-09-30,27,False
2018-10-07,51,False
2018-10-14,25,False
2018-10-21,24,False
2018-10-28,61,False
2018-11-04,32,False
2018-11-11,49,False
2018-11-18,37,False
2018-11-25,52,False
2018-12-02,38,False
2018-12-09,26,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,28,False
2019-01-06,50,False
2019-01-13,24,False
2019-01-20,32,False
2019-01-27,48,False
2019-02-03,48,False
2019-02-10,48,False
2019-02-17,48,False
2019-02-24,25,False
2019-03-03,72,False
2019-03-10,40,False
2019-03-17,37,False
2019-03-24,24,False
2019-03-31,49,False
2019-04-07,48,False
2019-04-14,0,False
2019-04-21,52,False
2019-04-28,50,False
2019-05-05,35,False
2019-05-12,24,False
2019-05-19,47,False
2019-05-26,25,False
2019-06-02,0,False
2019-06-09,100,False
2019-06-16,25,False
2019-06-23,0,False
2019-06-30,38,False
2019-07-07,38,False
2019-07-14,26,False
2019-07-21,27,False
2019-07-28,27,False
2019-08-04,38,False
2019-08-11,24,False
2019-08-18,24,False
2019-08-25,24,False
2019-09-01,32,False
2019-09-08,36,False
2019-09-15,74,False
2019-09-22,0,False
2019-09-29,77,False
2019-10-06,0,False
2019-10-13,35,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,23,False
2019-11-10,22,False
2019-11-17,23,False
2019-11-24,45,False
2019-12-01,23,False
2019-12-08,23,False
2019-12-15,35,False
2019-12-22,28,False
2019-12-29,0,False
2020-01-05,46,False
2020-01-12,22,False
2020-01-19,33,False
2020-01-26,22,False
2020-02-02,64,False
2020-02-09,43,False
2020-02-16,30,False
2020-02-23,22,False
2020-03-01,21,False
2020-03-08,41,False
2020-03-15,20,False
2020-03-22,27,False
2020-03-29,40,False
2020-04-05,22,False
2020-04-12,53,False
2020-04-19,41,False
2020-04-26,20,False
2020-05-03,20,False
2020-05-10,41,False
