date,Heizung Wasser,isPartial
2018-01-07,38,False
2018-01-14,51,False
2018-01-21,38,False
2018-01-28,38,False
2018-02-04,40,False
2018-02-11,77,False
2018-02-18,38,False
2018-02-25,51,False
2018-03-04,37,False
2018-03-11,38,False
2018-03-18,75,False
2018-03-25,40,False
2018-04-01,85,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,65,False
2018-04-29,59,False
2018-05-06,42,False
2018-05-13,40,False
2018-05-20,42,False
2018-05-27,0,False
2018-06-03,39,False
2018-06-10,0,False
2018-06-17,38,False
2018-06-24,39,False
2018-07-01,0,False
2018-07-08,40,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,58,False
2018-08-12,0,False
2018-08-19,42,False
2018-08-26,40,False
2018-09-02,39,False
2018-09-09,0,False
2018-09-16,79,False
2018-09-23,40,False
2018-09-30,61,False
2018-10-07,65,False
2018-10-14,0,False
2018-10-21,41,False
2018-10-28,40,False
2018-11-04,37,False
2018-11-11,0,False
2018-11-18,38,False
2018-11-25,76,False
2018-12-02,39,False
2018-12-09,39,False
2018-12-16,62,False
2018-12-23,79,False
2018-12-30,44,False
2019-01-06,49,False
2019-01-13,32,False
2019-01-20,34,False
2019-01-27,30,False
2019-02-03,39,False
2019-02-10,75,False
2019-02-17,38,False
2019-02-24,55,False
2019-03-03,51,False
2019-03-10,56,False
2019-03-17,57,False
2019-03-24,38,False
2019-03-31,57,False
2019-04-07,30,False
2019-04-14,43,False
2019-04-21,43,False
2019-04-28,0,False
2019-05-05,75,False
2019-05-12,38,False
2019-05-19,75,False
2019-05-26,39,False
2019-06-02,49,False
2019-06-09,0,False
2019-06-16,38,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,38,False
2019-07-14,60,False
2019-07-21,62,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,38,False
2019-08-25,0,False
2019-09-01,35,False
2019-09-08,57,False
2019-09-15,55,False
2019-09-22,49,False
2019-09-29,78,False
2019-10-06,100,False
2019-10-13,74,False
2019-10-20,55,False
2019-10-27,0,False
2019-11-03,46,False
2019-11-10,0,False
2019-11-17,36,False
2019-11-24,0,False
2019-12-01,66,False
2019-12-08,36,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,39,False
2020-01-05,0,False
2020-01-12,34,False
2020-01-19,0,False
2020-01-26,46,False
2020-02-02,36,False
2020-02-09,62,False
2020-02-16,35,False
2020-02-23,50,False
2020-03-01,43,False
2020-03-08,0,False
2020-03-15,32,False
2020-03-22,66,False
2020-03-29,33,False
2020-04-05,34,False
2020-04-12,35,False
2020-04-19,34,False
2020-04-26,32,False
2020-05-03,89,False
2020-05-10,66,False
