date,giradischi,isPartial
2018-01-07,68,False
2018-01-14,29,False
2018-01-21,67,False
2018-01-28,50,False
2018-02-04,57,False
2018-02-11,57,False
2018-02-18,84,False
2018-02-25,54,False
2018-03-04,28,False
2018-03-11,56,False
2018-03-18,64,False
2018-03-25,59,False
2018-04-01,76,False
2018-04-08,43,False
2018-04-15,66,False
2018-04-22,60,False
2018-04-29,42,False
2018-05-06,35,False
2018-05-13,29,False
2018-05-20,36,False
2018-05-27,29,False
2018-06-03,43,False
2018-06-10,27,False
2018-06-17,35,False
2018-06-24,29,False
2018-07-01,48,False
2018-07-08,41,False
2018-07-15,42,False
2018-07-22,0,False
2018-07-29,36,False
2018-08-05,30,False
2018-08-12,46,False
2018-08-19,15,False
2018-08-26,57,False
2018-09-02,56,False
2018-09-09,35,False
2018-09-16,41,False
2018-09-23,76,False
2018-09-30,36,False
2018-10-07,44,False
2018-10-14,43,False
2018-10-21,22,False
2018-10-28,55,False
2018-11-04,21,False
2018-11-11,0,False
2018-11-18,57,False
2018-11-25,58,False
2018-12-02,74,False
2018-12-09,30,False
2018-12-16,54,False
2018-12-23,45,False
2018-12-30,41,False
2019-01-06,91,False
2019-01-13,72,False
2019-01-20,48,False
2019-01-27,74,False
2019-02-03,57,False
2019-02-10,65,False
2019-02-17,58,False
2019-02-24,37,False
2019-03-03,44,False
2019-03-10,43,False
2019-03-17,44,False
2019-03-24,59,False
2019-03-31,14,False
2019-04-07,71,False
2019-04-14,22,False
2019-04-21,44,False
2019-04-28,56,False
2019-05-05,28,False
2019-05-12,34,False
2019-05-19,27,False
2019-05-26,39,False
2019-06-02,21,False
2019-06-09,21,False
2019-06-16,30,False
2019-06-23,59,False
2019-06-30,14,False
2019-07-07,48,False
2019-07-14,21,False
2019-07-21,29,False
2019-07-28,14,False
2019-08-04,60,False
2019-08-11,39,False
2019-08-18,43,False
2019-08-25,27,False
2019-09-01,0,False
2019-09-08,20,False
2019-09-15,40,False
2019-09-22,39,False
2019-09-29,53,False
2019-10-06,40,False
2019-10-13,60,False
2019-10-20,65,False
2019-10-27,25,False
2019-11-03,45,False
2019-11-10,33,False
2019-11-17,13,False
2019-11-24,64,False
2019-12-01,100,False
2019-12-08,93,False
2019-12-15,81,False
2019-12-22,97,False
2019-12-29,44,False
2020-01-05,74,False
2020-01-12,49,False
2020-01-19,52,False
2020-01-26,37,False
2020-02-02,12,False
2020-02-09,32,False
2020-02-16,38,False
2020-02-23,41,False
2020-03-01,41,False
2020-03-08,45,False
2020-03-15,56,False
2020-03-22,31,False
2020-03-29,38,False
2020-04-05,22,False
2020-04-12,28,False
2020-04-19,64,False
2020-04-26,46,True
