date,giradischi,isPartial
2018-01-07,21,False
2018-01-14,21,False
2018-01-21,21,False
2018-01-28,21,False
2018-02-04,31,False
2018-02-11,42,False
2018-02-18,82,False
2018-02-25,41,False
2018-03-04,40,False
2018-03-11,40,False
2018-03-18,0,False
2018-03-25,32,False
2018-04-01,22,False
2018-04-08,81,False
2018-04-15,32,False
2018-04-22,0,False
2018-04-29,20,False
2018-05-06,40,False
2018-05-13,61,False
2018-05-20,20,False
2018-05-27,40,False
2018-06-03,19,False
2018-06-10,0,False
2018-06-17,19,False
2018-06-24,18,False
2018-07-01,33,False
2018-07-08,17,False
2018-07-15,0,False
2018-07-22,32,False
2018-07-29,16,False
2018-08-05,15,False
2018-08-12,0,False
2018-08-19,32,False
2018-08-26,17,False
2018-09-02,16,False
2018-09-09,0,False
2018-09-16,48,False
2018-09-23,35,False
2018-09-30,37,False
2018-10-07,0,False
2018-10-14,41,False
2018-10-21,21,False
2018-10-28,21,False
2018-11-04,41,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,21,False
2018-12-02,43,False
2018-12-09,21,False
2018-12-16,23,False
2018-12-23,50,False
2018-12-30,24,False
2019-01-06,43,False
2019-01-13,32,False
2019-01-20,20,False
2019-01-27,41,False
2019-02-03,31,False
2019-02-10,43,False
2019-02-17,43,False
2019-02-24,21,False
2019-03-03,0,False
2019-03-10,42,False
2019-03-17,0,False
2019-03-24,32,False
2019-03-31,21,False
2019-04-07,0,False
2019-04-14,21,False
2019-04-21,0,False
2019-04-28,21,False
2019-05-05,20,False
2019-05-12,40,False
2019-05-19,100,False
2019-05-26,19,False
2019-06-02,20,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,19,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,18,False
2019-07-21,18,False
2019-07-28,0,False
2019-08-04,25,False
2019-08-11,16,False
2019-08-18,15,False
2019-08-25,0,False
2019-09-01,23,False
2019-09-08,0,False
2019-09-15,17,False
2019-09-22,0,False
2019-09-29,18,False
2019-10-06,37,False
2019-10-13,19,False
2019-10-20,18,False
2019-10-27,19,False
2019-11-03,36,False
2019-11-10,18,False
2019-11-17,0,False
2019-11-24,17,False
2019-12-01,45,False
2019-12-08,37,False
2019-12-15,37,False
2019-12-22,62,False
2019-12-29,20,False
2020-01-05,26,False
2020-01-12,17,False
2020-01-19,25,False
2020-01-26,50,False
2020-02-02,25,False
2020-02-09,0,False
2020-02-16,34,False
2020-02-23,16,False
2020-03-01,31,False
2020-03-08,15,False
2020-03-15,37,False
2020-03-22,28,False
2020-03-29,15,False
2020-04-05,23,False
2020-04-12,30,False
2020-04-19,28,False
2020-04-26,50,True
