date,giradischi,isPartial
2018-01-07,25,False
2018-01-14,62,False
2018-01-21,26,False
2018-01-28,0,False
2018-02-04,51,False
2018-02-11,26,False
2018-02-18,24,False
2018-02-25,23,False
2018-03-04,77,False
2018-03-11,25,False
2018-03-18,25,False
2018-03-25,27,False
2018-04-01,26,False
2018-04-08,26,False
2018-04-15,40,False
2018-04-22,28,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,54,False
2018-05-20,26,False
2018-05-27,26,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,38,False
2018-06-24,26,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,38,False
2018-07-29,26,False
2018-08-05,24,False
2018-08-12,22,False
2018-08-19,48,False
2018-08-26,0,False
2018-09-02,25,False
2018-09-09,0,False
2018-09-16,26,False
2018-09-23,26,False
2018-09-30,0,False
2018-10-07,27,False
2018-10-14,42,False
2018-10-21,0,False
2018-10-28,27,False
2018-11-04,0,False
2018-11-11,42,False
2018-11-18,81,False
2018-11-25,54,False
2018-12-02,29,False
2018-12-09,42,False
2018-12-16,59,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,26,False
2019-01-13,54,False
2019-01-20,100,False
2019-01-27,52,False
2019-02-03,26,False
2019-02-10,52,False
2019-02-17,27,False
2019-02-24,27,False
2019-03-03,28,False
2019-03-10,28,False
2019-03-17,43,False
2019-03-24,84,False
2019-03-31,56,False
2019-04-07,28,False
2019-04-14,58,False
2019-04-21,0,False
2019-04-28,41,False
2019-05-05,54,False
2019-05-12,26,False
2019-05-19,54,False
2019-05-26,0,False
2019-06-02,28,False
2019-06-09,42,False
2019-06-16,28,False
2019-06-23,28,False
2019-06-30,27,False
2019-07-07,26,False
2019-07-14,26,False
2019-07-21,81,False
2019-07-28,26,False
2019-08-04,51,False
2019-08-11,24,False
2019-08-18,22,False
2019-08-25,22,False
2019-09-01,23,False
2019-09-08,51,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,36,False
2019-10-06,24,False
2019-10-13,38,False
2019-10-20,84,False
2019-10-27,24,False
2019-11-03,67,False
2019-11-10,57,False
2019-11-17,23,False
2019-11-24,23,False
2019-12-01,35,False
2019-12-08,60,False
2019-12-15,24,False
2019-12-22,39,False
2019-12-29,61,False
2020-01-05,46,False
2020-01-12,43,False
2020-01-19,44,False
2020-01-26,43,False
2020-02-02,0,False
2020-02-09,88,False
2020-02-16,44,False
2020-02-23,21,False
2020-03-01,31,False
2020-03-08,39,False
2020-03-15,19,False
2020-03-22,37,False
2020-03-29,67,False
2020-04-05,21,False
2020-04-12,62,False
2020-04-19,57,False
2020-04-26,0,True
