date,giradischi,isPartial
2018-01-07,96,False
2018-01-14,0,False
2018-01-21,72,False
2018-01-28,46,False
2018-02-04,23,False
2018-02-11,95,False
2018-02-18,22,False
2018-02-25,44,False
2018-03-04,23,False
2018-03-11,23,False
2018-03-18,0,False
2018-03-25,25,False
2018-04-01,51,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,49,False
2018-05-06,24,False
2018-05-13,24,False
2018-05-20,0,False
2018-05-27,24,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,23,False
2018-07-15,0,False
2018-07-22,23,False
2018-07-29,47,False
2018-08-05,47,False
2018-08-12,0,False
2018-08-19,24,False
2018-08-26,0,False
2018-09-02,46,False
2018-09-09,24,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,48,False
2018-10-07,25,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,96,False
2018-11-04,24,False
2018-11-11,0,False
2018-11-18,69,False
2018-11-25,47,False
2018-12-02,49,False
2018-12-09,23,False
2018-12-16,47,False
2018-12-23,27,False
2018-12-30,74,False
2019-01-06,0,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,43,False
2019-02-10,65,False
2019-02-17,0,False
2019-02-24,22,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,0,False
2019-03-24,22,False
2019-03-31,22,False
2019-04-07,44,False
2019-04-14,23,False
2019-04-21,23,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,21,False
2019-05-19,21,False
2019-05-26,40,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,44,False
2019-06-23,22,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,22,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,22,False
2019-08-11,0,False
2019-08-18,41,False
2019-08-25,39,False
2019-09-01,0,False
2019-09-08,21,False
2019-09-15,41,False
2019-09-22,62,False
2019-09-29,0,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,0,False
2019-10-27,100,False
2019-11-03,59,False
2019-11-10,20,False
2019-11-17,0,False
2019-11-24,20,False
2019-12-01,40,False
2019-12-08,0,False
2019-12-15,43,False
2019-12-22,72,False
2019-12-29,68,False
2020-01-05,59,False
2020-01-12,37,False
2020-01-19,19,False
2020-01-26,19,False
2020-02-02,37,False
2020-02-09,59,False
2020-02-16,20,False
2020-02-23,18,False
2020-03-01,17,False
2020-03-08,0,False
2020-03-15,67,False
2020-03-22,31,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,17,False
2020-04-19,63,False
2020-04-26,0,True
