date,giradischi,isPartial
2018-01-07,0,False
2018-01-14,47,False
2018-01-21,93,False
2018-01-28,30,False
2018-02-04,31,False
2018-02-11,63,False
2018-02-18,30,False
2018-02-25,60,False
2018-03-04,30,False
2018-03-11,60,False
2018-03-18,31,False
2018-03-25,63,False
2018-04-01,100,False
2018-04-08,31,False
2018-04-15,64,False
2018-04-22,32,False
2018-04-29,31,False
2018-05-06,0,False
2018-05-13,30,False
2018-05-20,0,False
2018-05-27,47,False
2018-06-03,0,False
2018-06-10,30,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,30,False
2018-07-15,46,False
2018-07-22,62,False
2018-07-29,32,False
2018-08-05,63,False
2018-08-12,34,False
2018-08-19,48,False
2018-08-26,30,False
2018-09-02,30,False
2018-09-09,62,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,31,False
2018-10-07,64,False
2018-10-14,32,False
2018-10-21,31,False
2018-10-28,45,False
2018-11-04,61,False
2018-11-11,0,False
2018-11-18,60,False
2018-11-25,62,False
2018-12-02,32,False
2018-12-09,31,False
2018-12-16,59,False
2018-12-23,84,False
2018-12-30,33,False
2019-01-06,0,False
2019-01-13,41,False
2019-01-20,0,False
2019-01-27,65,False
2019-02-03,27,False
2019-02-10,54,False
2019-02-17,54,False
2019-02-24,27,False
2019-03-03,27,False
2019-03-10,54,False
2019-03-17,41,False
2019-03-24,27,False
2019-03-31,27,False
2019-04-07,27,False
2019-04-14,0,False
2019-04-21,58,False
2019-04-28,26,False
2019-05-05,26,False
2019-05-12,53,False
2019-05-19,51,False
2019-05-26,25,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,28,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,56,False
2019-07-21,29,False
2019-07-28,58,False
2019-08-04,30,False
2019-08-11,0,False
2019-08-18,29,False
2019-08-25,57,False
2019-09-01,0,False
2019-09-08,26,False
2019-09-15,0,False
2019-09-22,25,False
2019-09-29,37,False
2019-10-06,51,False
2019-10-13,51,False
2019-10-20,25,False
2019-10-27,50,False
2019-11-03,24,False
2019-11-10,62,False
2019-11-17,48,False
2019-11-24,25,False
2019-12-01,50,False
2019-12-08,26,False
2019-12-15,77,False
2019-12-22,44,False
2019-12-29,0,False
2020-01-05,54,False
2020-01-12,49,False
2020-01-19,0,False
2020-01-26,24,False
2020-02-02,23,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,23,False
2020-03-01,44,False
2020-03-08,21,False
2020-03-15,22,False
2020-03-22,60,False
2020-03-29,53,False
2020-04-05,22,False
2020-04-12,55,False
2020-04-19,21,False
2020-04-26,36,True
