date,Badsanierung,isPartial
2018-01-07,40,False
2018-01-14,79,False
2018-01-21,39,False
2018-01-28,39,False
2018-02-04,40,False
2018-02-11,40,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,65,False
2018-03-11,0,False
2018-03-18,81,False
2018-03-25,79,False
2018-04-01,0,False
2018-04-08,42,False
2018-04-15,0,False
2018-04-22,39,False
2018-04-29,41,False
2018-05-06,42,False
2018-05-13,0,False
2018-05-20,41,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,37,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,38,False
2018-07-15,40,False
2018-07-22,39,False
2018-07-29,39,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,38,False
2018-09-02,0,False
2018-09-09,38,False
2018-09-16,39,False
2018-09-23,39,False
2018-09-30,40,False
2018-10-07,0,False
2018-10-14,41,False
2018-10-21,38,False
2018-10-28,0,False
2018-11-04,38,False
2018-11-11,78,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,40,False
2018-12-23,42,False
2018-12-30,39,False
2019-01-06,0,False
2019-01-13,36,False
2019-01-20,73,False
2019-01-27,36,False
2019-02-03,37,False
2019-02-10,75,False
2019-02-17,37,False
2019-02-24,0,False
2019-03-03,36,False
2019-03-10,36,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,78,False
2019-04-07,59,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,75,False
2019-05-19,36,False
2019-05-26,54,False
2019-06-02,0,False
2019-06-09,35,False
2019-06-16,36,False
2019-06-23,37,False
2019-06-30,0,False
2019-07-07,36,False
2019-07-14,36,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,35,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,69,False
2019-09-01,67,False
2019-09-08,52,False
2019-09-15,35,False
2019-09-22,69,False
2019-09-29,34,False
2019-10-06,52,False
2019-10-13,34,False
2019-10-20,0,False
2019-10-27,67,False
2019-11-03,33,False
2019-11-10,100,False
2019-11-17,33,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,67,False
2019-12-15,35,False
2019-12-22,37,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,31,False
2020-01-19,65,False
2020-01-26,32,False
2020-02-02,48,False
2020-02-09,62,False
2020-02-16,32,False
2020-02-23,31,False
2020-03-01,32,False
2020-03-08,30,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,28,False
2020-04-05,0,False
2020-04-12,29,False
2020-04-19,29,False
2020-04-26,0,False
2020-05-03,38,False
2020-05-10,84,False
