date,frasi matrimonio,isPartial
2018-01-07,8,False
2018-01-14,8,False
2018-01-21,16,False
2018-01-28,12,False
2018-02-04,15,False
2018-02-11,19,False
2018-02-18,22,False
2018-02-25,7,False
2018-03-04,8,False
2018-03-11,23,False
2018-03-18,30,False
2018-03-25,8,False
2018-04-01,30,False
2018-04-08,24,False
2018-04-15,24,False
2018-04-22,16,False
2018-04-29,33,False
2018-05-06,47,False
2018-05-13,40,False
2018-05-20,36,False
2018-05-27,71,False
2018-06-03,70,False
2018-06-10,76,False
2018-06-17,65,False
2018-06-24,46,False
2018-07-01,92,False
2018-07-08,45,False
2018-07-15,55,False
2018-07-22,50,False
2018-07-29,69,False
2018-08-05,63,False
2018-08-12,33,False
2018-08-19,49,False
2018-08-26,82,False
2018-09-02,70,False
2018-09-09,70,False
2018-09-16,67,False
2018-09-23,36,False
2018-09-30,39,False
2018-10-07,29,False
2018-10-14,45,False
2018-10-21,16,False
2018-10-28,12,False
2018-11-04,0,False
2018-11-11,8,False
2018-11-18,8,False
2018-11-25,8,False
2018-12-02,26,False
2018-12-09,29,False
2018-12-16,17,False
2018-12-23,18,False
2018-12-30,17,False
2019-01-06,8,False
2019-01-13,8,False
2019-01-20,15,False
2019-01-27,15,False
2019-02-03,8,False
2019-02-10,12,False
2019-02-17,8,False
2019-02-24,8,False
2019-03-03,17,False
2019-03-10,8,False
2019-03-17,24,False
2019-03-24,16,False
2019-03-31,20,False
2019-04-07,12,False
2019-04-14,21,False
2019-04-21,54,False
2019-04-28,20,False
2019-05-05,32,False
2019-05-12,20,False
2019-05-19,32,False
2019-05-26,41,False
2019-06-02,29,False
2019-06-09,47,False
2019-06-16,41,False
2019-06-23,100,False
2019-06-30,79,False
2019-07-07,48,False
2019-07-14,35,False
2019-07-21,16,False
2019-07-28,51,False
2019-08-04,78,False
2019-08-11,52,False
2019-08-18,51,False
2019-08-25,70,False
2019-09-01,82,False
2019-09-08,73,False
2019-09-15,33,False
2019-09-22,44,False
2019-09-29,41,False
2019-10-06,41,False
2019-10-13,21,False
2019-10-20,24,False
2019-10-27,12,False
2019-11-03,12,False
2019-11-10,0,False
2019-11-17,8,False
2019-11-24,8,False
2019-12-01,0,False
2019-12-08,12,False
2019-12-15,21,False
2019-12-22,8,False
2019-12-29,16,False
2020-01-05,12,False
2020-01-12,0,False
2020-01-19,8,False
2020-01-26,0,False
2020-02-02,7,False
2020-02-09,19,False
2020-02-16,15,False
2020-02-23,0,False
2020-03-01,10,False
2020-03-08,12,False
2020-03-15,6,False
2020-03-22,6,False
2020-03-29,12,False
2020-04-05,6,False
2020-04-12,6,False
2020-04-19,18,False
2020-04-26,16,True
