date,frasi matrimonio,isPartial
2018-01-07,9,False
2018-01-14,9,False
2018-01-21,14,False
2018-01-28,16,False
2018-02-04,16,False
2018-02-11,14,False
2018-02-18,12,False
2018-02-25,15,False
2018-03-04,10,False
2018-03-11,7,False
2018-03-18,15,False
2018-03-25,19,False
2018-04-01,14,False
2018-04-08,20,False
2018-04-15,22,False
2018-04-22,32,False
2018-04-29,41,False
2018-05-06,36,False
2018-05-13,48,False
2018-05-20,41,False
2018-05-27,65,False
2018-06-03,86,False
2018-06-10,61,False
2018-06-17,73,False
2018-06-24,73,False
2018-07-01,75,False
2018-07-08,65,False
2018-07-15,100,False
2018-07-22,85,False
2018-07-29,43,False
2018-08-05,77,False
2018-08-12,38,False
2018-08-19,66,False
2018-08-26,64,False
2018-09-02,98,False
2018-09-09,78,False
2018-09-16,72,False
2018-09-23,45,False
2018-09-30,41,False
2018-10-07,39,False
2018-10-14,17,False
2018-10-21,25,False
2018-10-28,15,False
2018-11-04,5,False
2018-11-11,15,False
2018-11-18,10,False
2018-11-25,10,False
2018-12-02,19,False
2018-12-09,26,False
2018-12-16,27,False
2018-12-23,9,False
2018-12-30,5,False
2019-01-06,17,False
2019-01-13,5,False
2019-01-20,5,False
2019-01-27,9,False
2019-02-03,9,False
2019-02-10,5,False
2019-02-17,7,False
2019-02-24,7,False
2019-03-03,10,False
2019-03-10,7,False
2019-03-17,10,False
2019-03-24,14,False
2019-03-31,14,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,57,False
2019-04-28,43,False
2019-05-05,40,False
2019-05-12,37,False
2019-05-19,50,False
2019-05-26,42,False
2019-06-02,60,False
2019-06-09,60,False
2019-06-16,79,False
2019-06-23,91,False
2019-06-30,58,False
2019-07-07,47,False
2019-07-14,58,False
2019-07-21,95,False
2019-07-28,76,False
2019-08-04,57,False
2019-08-11,44,False
2019-08-18,36,False
2019-08-25,66,False
2019-09-01,88,False
2019-09-08,64,False
2019-09-15,34,False
2019-09-22,41,False
2019-09-29,21,False
2019-10-06,23,False
2019-10-13,21,False
2019-10-20,16,False
2019-10-27,16,False
2019-11-03,9,False
2019-11-10,14,False
2019-11-17,9,False
2019-11-24,7,False
2019-12-01,10,False
2019-12-08,24,False
2019-12-15,24,False
2019-12-22,24,False
2019-12-29,15,False
2020-01-05,7,False
2020-01-12,7,False
2020-01-19,11,False
2020-01-26,18,False
2020-02-02,4,False
2020-02-09,9,False
2020-02-16,18,False
2020-02-23,13,False
2020-03-01,6,False
2020-03-08,4,False
2020-03-15,4,False
2020-03-22,0,False
2020-03-29,4,False
2020-04-05,8,False
2020-04-12,8,False
2020-04-19,13,False
2020-04-26,10,True
