date,frasi matrimonio,isPartial
2018-01-07,8,False
2018-01-14,20,False
2018-01-21,8,False
2018-01-28,12,False
2018-02-04,12,False
2018-02-11,12,False
2018-02-18,16,False
2018-02-25,15,False
2018-03-04,12,False
2018-03-11,12,False
2018-03-18,25,False
2018-03-25,17,False
2018-04-01,27,False
2018-04-08,12,False
2018-04-15,42,False
2018-04-22,26,False
2018-04-29,49,False
2018-05-06,52,False
2018-05-13,41,False
2018-05-20,41,False
2018-05-27,91,False
2018-06-03,66,False
2018-06-10,76,False
2018-06-17,57,False
2018-06-24,88,False
2018-07-01,64,False
2018-07-08,68,False
2018-07-15,29,False
2018-07-22,41,False
2018-07-29,43,False
2018-08-05,23,False
2018-08-12,49,False
2018-08-19,45,False
2018-08-26,86,False
2018-09-02,80,False
2018-09-09,88,False
2018-09-16,76,False
2018-09-23,72,False
2018-09-30,33,False
2018-10-07,29,False
2018-10-14,8,False
2018-10-21,37,False
2018-10-28,20,False
2018-11-04,15,False
2018-11-11,8,False
2018-11-18,16,False
2018-11-25,16,False
2018-12-02,17,False
2018-12-09,12,False
2018-12-16,13,False
2018-12-23,16,False
2018-12-30,10,False
2019-01-06,25,False
2019-01-13,24,False
2019-01-20,16,False
2019-01-27,12,False
2019-02-03,32,False
2019-02-10,40,False
2019-02-17,8,False
2019-02-24,24,False
2019-03-03,8,False
2019-03-10,12,False
2019-03-17,28,False
2019-03-24,25,False
2019-03-31,16,False
2019-04-07,28,False
2019-04-14,25,False
2019-04-21,60,False
2019-04-28,29,False
2019-05-05,45,False
2019-05-12,38,False
2019-05-19,35,False
2019-05-26,64,False
2019-06-02,45,False
2019-06-09,65,False
2019-06-16,53,False
2019-06-23,67,False
2019-06-30,37,False
2019-07-07,27,False
2019-07-14,63,False
2019-07-21,20,False
2019-07-28,32,False
2019-08-04,9,False
2019-08-11,33,False
2019-08-18,45,False
2019-08-25,45,False
2019-09-01,100,False
2019-09-08,48,False
2019-09-15,51,False
2019-09-22,51,False
2019-09-29,56,False
2019-10-06,34,False
2019-10-13,53,False
2019-10-20,41,False
2019-10-27,11,False
2019-11-03,14,False
2019-11-10,15,False
2019-11-17,18,False
2019-11-24,11,False
2019-12-01,30,False
2019-12-08,15,False
2019-12-15,8,False
2019-12-22,9,False
2019-12-29,13,False
2020-01-05,11,False
2020-01-12,10,False
2020-01-19,17,False
2020-01-26,14,False
2020-02-02,13,False
2020-02-09,21,False
2020-02-16,14,False
2020-02-23,6,False
2020-03-01,26,False
2020-03-08,6,False
2020-03-15,6,False
2020-03-22,6,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,10,False
2020-04-19,18,False
2020-04-26,31,True
