date,frasi matrimonio,isPartial
2018-01-07,10,False
2018-01-14,0,False
2018-01-21,10,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,9,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,19,False
2018-03-18,10,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,10,False
2018-04-15,20,False
2018-04-22,10,False
2018-04-29,0,False
2018-05-06,20,False
2018-05-13,20,False
2018-05-20,10,False
2018-05-27,61,False
2018-06-03,10,False
2018-06-10,29,False
2018-06-17,10,False
2018-06-24,30,False
2018-07-01,58,False
2018-07-08,68,False
2018-07-15,49,False
2018-07-22,48,False
2018-07-29,10,False
2018-08-05,19,False
2018-08-12,10,False
2018-08-19,58,False
2018-08-26,45,False
2018-09-02,28,False
2018-09-09,39,False
2018-09-16,68,False
2018-09-23,29,False
2018-09-30,40,False
2018-10-07,10,False
2018-10-14,10,False
2018-10-21,10,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,19,False
2018-12-02,20,False
2018-12-09,10,False
2018-12-16,0,False
2018-12-23,11,False
2018-12-30,10,False
2019-01-06,9,False
2019-01-13,9,False
2019-01-20,9,False
2019-01-27,9,False
2019-02-03,9,False
2019-02-10,0,False
2019-02-17,18,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,18,False
2019-03-24,18,False
2019-03-31,9,False
2019-04-07,9,False
2019-04-14,9,False
2019-04-21,19,False
2019-04-28,27,False
2019-05-05,0,False
2019-05-12,17,False
2019-05-19,17,False
2019-05-26,8,False
2019-06-02,46,False
2019-06-09,27,False
2019-06-16,9,False
2019-06-23,100,False
2019-06-30,9,False
2019-07-07,17,False
2019-07-14,27,False
2019-07-21,36,False
2019-07-28,35,False
2019-08-04,18,False
2019-08-11,9,False
2019-08-18,26,False
2019-08-25,41,False
2019-09-01,41,False
2019-09-08,52,False
2019-09-15,51,False
2019-09-22,17,False
2019-09-29,8,False
2019-10-06,43,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,8,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,8,False
2019-12-01,8,False
2019-12-08,9,False
2019-12-15,9,False
2019-12-22,0,False
2019-12-29,19,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,16,False
2020-01-26,0,False
2020-02-02,8,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
