date,frasi matrimonio,isPartial
2018-01-07,0,False
2018-01-14,13,False
2018-01-21,0,False
2018-01-28,13,False
2018-02-04,13,False
2018-02-11,20,False
2018-02-18,13,False
2018-02-25,12,False
2018-03-04,26,False
2018-03-11,0,False
2018-03-18,13,False
2018-03-25,0,False
2018-04-01,14,False
2018-04-08,20,False
2018-04-15,21,False
2018-04-22,51,False
2018-04-29,52,False
2018-05-06,26,False
2018-05-13,42,False
2018-05-20,20,False
2018-05-27,100,False
2018-06-03,52,False
2018-06-10,49,False
2018-06-17,59,False
2018-06-24,40,False
2018-07-01,47,False
2018-07-08,27,False
2018-07-15,40,False
2018-07-22,53,False
2018-07-29,66,False
2018-08-05,50,False
2018-08-12,17,False
2018-08-19,43,False
2018-08-26,69,False
2018-09-02,59,False
2018-09-09,82,False
2018-09-16,47,False
2018-09-23,34,False
2018-09-30,33,False
2018-10-07,21,False
2018-10-14,15,False
2018-10-21,29,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,29,False
2018-12-09,14,False
2018-12-16,15,False
2018-12-23,16,False
2018-12-30,14,False
2019-01-06,41,False
2019-01-13,14,False
2019-01-20,13,False
2019-01-27,13,False
2019-02-03,27,False
2019-02-10,13,False
2019-02-17,27,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,15,False
2019-03-24,14,False
2019-03-31,22,False
2019-04-07,21,False
2019-04-14,0,False
2019-04-21,45,False
2019-04-28,28,False
2019-05-05,35,False
2019-05-12,20,False
2019-05-19,42,False
2019-05-26,58,False
2019-06-02,58,False
2019-06-09,80,False
2019-06-16,43,False
2019-06-23,72,False
2019-06-30,36,False
2019-07-07,26,False
2019-07-14,81,False
2019-07-21,55,False
2019-07-28,40,False
2019-08-04,33,False
2019-08-11,12,False
2019-08-18,45,False
2019-08-25,68,False
2019-09-01,61,False
2019-09-08,79,False
2019-09-15,69,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,38,False
2019-10-13,26,False
2019-10-20,31,False
2019-10-27,12,False
2019-11-03,0,False
2019-11-10,12,False
2019-11-17,18,False
2019-11-24,12,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,13,False
2019-12-22,13,False
2019-12-29,13,False
2020-01-05,12,False
2020-01-12,11,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,11,False
2020-02-09,11,False
2020-02-16,11,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,21,False
2020-04-12,21,False
2020-04-19,20,False
2020-04-26,18,True
