date,frasi matrimonio,isPartial
2018-01-07,0,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,38,False
2018-02-18,19,False
2018-02-25,0,False
2018-03-04,57,False
2018-03-11,19,False
2018-03-18,0,False
2018-03-25,39,False
2018-04-01,30,False
2018-04-08,19,False
2018-04-15,20,False
2018-04-22,30,False
2018-04-29,19,False
2018-05-06,19,False
2018-05-13,67,False
2018-05-20,58,False
2018-05-27,19,False
2018-06-03,47,False
2018-06-10,27,False
2018-06-17,19,False
2018-06-24,66,False
2018-07-01,37,False
2018-07-08,53,False
2018-07-15,36,False
2018-07-22,36,False
2018-07-29,64,False
2018-08-05,27,False
2018-08-12,34,False
2018-08-19,18,False
2018-08-26,37,False
2018-09-02,57,False
2018-09-09,29,False
2018-09-16,38,False
2018-09-23,0,False
2018-09-30,39,False
2018-10-07,19,False
2018-10-14,21,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,41,False
2018-12-16,42,False
2018-12-23,0,False
2018-12-30,42,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,18,False
2019-01-27,17,False
2019-02-03,0,False
2019-02-10,28,False
2019-02-17,19,False
2019-02-24,0,False
2019-03-03,37,False
2019-03-10,18,False
2019-03-17,19,False
2019-03-24,0,False
2019-03-31,37,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,53,False
2019-05-05,18,False
2019-05-12,63,False
2019-05-19,35,False
2019-05-26,34,False
2019-06-02,28,False
2019-06-09,35,False
2019-06-16,44,False
2019-06-23,45,False
2019-06-30,44,False
2019-07-07,42,False
2019-07-14,51,False
2019-07-21,34,False
2019-07-28,17,False
2019-08-04,100,False
2019-08-11,25,False
2019-08-18,32,False
2019-08-25,41,False
2019-09-01,16,False
2019-09-08,43,False
2019-09-15,34,False
2019-09-22,33,False
2019-09-29,34,False
2019-10-06,26,False
2019-10-13,17,False
2019-10-20,16,False
2019-10-27,0,False
2019-11-03,32,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,16,False
2019-12-01,17,False
2019-12-08,53,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,19,False
2020-01-05,17,False
2020-01-12,16,False
2020-01-19,34,False
2020-01-26,17,False
2020-02-02,16,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,15,False
2020-03-08,0,False
2020-03-15,15,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,15,False
2020-04-12,15,False
2020-04-19,0,False
2020-04-26,24,True
