date,frasi matrimonio,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,24,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,34,False
2018-02-25,22,False
2018-03-04,23,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,25,False
2018-04-15,0,False
2018-04-22,50,False
2018-04-29,25,False
2018-05-06,25,False
2018-05-13,38,False
2018-05-20,24,False
2018-05-27,26,False
2018-06-03,26,False
2018-06-10,36,False
2018-06-17,48,False
2018-06-24,100,False
2018-07-01,25,False
2018-07-08,0,False
2018-07-15,24,False
2018-07-22,23,False
2018-07-29,23,False
2018-08-05,22,False
2018-08-12,55,False
2018-08-19,30,False
2018-08-26,22,False
2018-09-02,35,False
2018-09-09,37,False
2018-09-16,95,False
2018-09-23,76,False
2018-09-30,25,False
2018-10-07,26,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,23,False
2019-02-24,0,False
2019-03-03,25,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,24,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,97,False
2019-05-05,24,False
2019-05-12,46,False
2019-05-19,36,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,26,False
2019-06-16,0,False
2019-06-23,26,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,25,False
2019-07-21,0,False
2019-07-28,37,False
2019-08-04,23,False
2019-08-11,67,False
2019-08-18,42,False
2019-08-25,0,False
2019-09-01,44,False
2019-09-08,0,False
2019-09-15,35,False
2019-09-22,46,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,23,False
2019-10-20,0,False
2019-10-27,22,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,33,False
2019-12-08,23,False
2019-12-15,0,False
2019-12-22,24,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,21,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,20,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,30,True
