date,frasi matrimonio,isPartial
2018-01-07,20,False
2018-01-14,0,False
2018-01-21,30,False
2018-01-28,20,False
2018-02-04,20,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,38,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,21,False
2018-04-08,0,False
2018-04-15,31,False
2018-04-22,21,False
2018-04-29,20,False
2018-05-06,69,False
2018-05-13,39,False
2018-05-20,59,False
2018-05-27,20,False
2018-06-03,39,False
2018-06-10,66,False
2018-06-17,20,False
2018-06-24,39,False
2018-07-01,48,False
2018-07-08,38,False
2018-07-15,0,False
2018-07-22,30,False
2018-07-29,40,False
2018-08-05,20,False
2018-08-12,0,False
2018-08-19,71,False
2018-08-26,48,False
2018-09-02,78,False
2018-09-09,100,False
2018-09-16,78,False
2018-09-23,79,False
2018-09-30,40,False
2018-10-07,20,False
2018-10-14,40,False
2018-10-21,20,False
2018-10-28,0,False
2018-11-04,19,False
2018-11-11,20,False
2018-11-18,39,False
2018-11-25,20,False
2018-12-02,0,False
2018-12-09,20,False
2018-12-16,19,False
2018-12-23,21,False
2018-12-30,42,False
2019-01-06,0,False
2019-01-13,17,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,53,False
2019-02-24,0,False
2019-03-03,35,False
2019-03-10,35,False
2019-03-17,0,False
2019-03-24,18,False
2019-03-31,17,False
2019-04-07,17,False
2019-04-14,37,False
2019-04-21,28,False
2019-04-28,50,False
2019-05-05,41,False
2019-05-12,59,False
2019-05-19,42,False
2019-05-26,40,False
2019-06-02,35,False
2019-06-09,73,False
2019-06-16,54,False
2019-06-23,36,False
2019-06-30,18,False
2019-07-07,26,False
2019-07-14,72,False
2019-07-21,47,False
2019-07-28,0,False
2019-08-04,20,False
2019-08-11,21,False
2019-08-18,57,False
2019-08-25,55,False
2019-09-01,33,False
2019-09-08,59,False
2019-09-15,33,False
2019-09-22,56,False
2019-09-29,39,False
2019-10-06,25,False
2019-10-13,57,False
2019-10-20,32,False
2019-10-27,0,False
2019-11-03,30,False
2019-11-10,16,False
2019-11-17,15,False
2019-11-24,16,False
2019-12-01,16,False
2019-12-08,16,False
2019-12-15,0,False
2019-12-22,19,False
2019-12-29,0,False
2020-01-05,17,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,15,False
2020-02-02,15,False
2020-02-09,15,False
2020-02-16,31,False
2020-02-23,15,False
2020-03-01,14,False
2020-03-08,13,False
2020-03-15,14,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,14,False
2020-04-12,0,False
2020-04-19,41,False
2020-04-26,0,True
