date,frasi matrimonio,isPartial
2018-01-07,18,False
2018-01-14,7,False
2018-01-21,20,False
2018-01-28,0,False
2018-02-04,13,False
2018-02-11,7,False
2018-02-18,17,False
2018-02-25,10,False
2018-03-04,21,False
2018-03-11,42,False
2018-03-18,21,False
2018-03-25,15,False
2018-04-01,11,False
2018-04-08,42,False
2018-04-15,34,False
2018-04-22,42,False
2018-04-29,65,False
2018-05-06,46,False
2018-05-13,54,False
2018-05-20,62,False
2018-05-27,51,False
2018-06-03,61,False
2018-06-10,59,False
2018-06-17,42,False
2018-06-24,40,False
2018-07-01,55,False
2018-07-08,31,False
2018-07-15,48,False
2018-07-22,25,False
2018-07-29,34,False
2018-08-05,28,False
2018-08-12,32,False
2018-08-19,39,False
2018-08-26,58,False
2018-09-02,79,False
2018-09-09,50,False
2018-09-16,61,False
2018-09-23,89,False
2018-09-30,38,False
2018-10-07,16,False
2018-10-14,16,False
2018-10-21,15,False
2018-10-28,0,False
2018-11-04,25,False
2018-11-11,0,False
2018-11-18,14,False
2018-11-25,21,False
2018-12-02,11,False
2018-12-09,11,False
2018-12-16,12,False
2018-12-23,9,False
2018-12-30,8,False
2019-01-06,7,False
2019-01-13,7,False
2019-01-20,7,False
2019-01-27,13,False
2019-02-03,10,False
2019-02-10,16,False
2019-02-17,17,False
2019-02-24,10,False
2019-03-03,0,False
2019-03-10,21,False
2019-03-17,7,False
2019-03-24,10,False
2019-03-31,27,False
2019-04-07,27,False
2019-04-14,56,False
2019-04-21,50,False
2019-04-28,29,False
2019-05-05,24,False
2019-05-12,34,False
2019-05-19,40,False
2019-05-26,63,False
2019-06-02,54,False
2019-06-09,36,False
2019-06-16,62,False
2019-06-23,67,False
2019-06-30,49,False
2019-07-07,35,False
2019-07-14,61,False
2019-07-21,52,False
2019-07-28,39,False
2019-08-04,68,False
2019-08-11,22,False
2019-08-18,28,False
2019-08-25,57,False
2019-09-01,100,False
2019-09-08,61,False
2019-09-15,70,False
2019-09-22,50,False
2019-09-29,40,False
2019-10-06,23,False
2019-10-13,20,False
2019-10-20,25,False
2019-10-27,13,False
2019-11-03,13,False
2019-11-10,0,False
2019-11-17,9,False
2019-11-24,12,False
2019-12-01,19,False
2019-12-08,13,False
2019-12-15,10,False
2019-12-22,18,False
2019-12-29,21,False
2020-01-05,15,False
2020-01-12,9,False
2020-01-19,6,False
2020-01-26,9,False
2020-02-02,17,False
2020-02-09,18,False
2020-02-16,12,False
2020-02-23,19,False
2020-03-01,14,False
2020-03-08,8,False
2020-03-15,5,False
2020-03-22,0,False
2020-03-29,5,False
2020-04-05,5,False
2020-04-12,11,False
2020-04-19,13,False
2020-04-26,18,True
