date,frasi matrimonio,isPartial
2018-01-07,5,False
2018-01-14,0,False
2018-01-21,5,False
2018-01-28,5,False
2018-02-04,9,False
2018-02-11,16,False
2018-02-18,18,False
2018-02-25,13,False
2018-03-04,9,False
2018-03-11,7,False
2018-03-18,9,False
2018-03-25,17,False
2018-04-01,22,False
2018-04-08,31,False
2018-04-15,26,False
2018-04-22,65,False
2018-04-29,24,False
2018-05-06,54,False
2018-05-13,38,False
2018-05-20,51,False
2018-05-27,83,False
2018-06-03,55,False
2018-06-10,75,False
2018-06-17,93,False
2018-06-24,65,False
2018-07-01,57,False
2018-07-08,68,False
2018-07-15,74,False
2018-07-22,78,False
2018-07-29,55,False
2018-08-05,100,False
2018-08-12,46,False
2018-08-19,85,False
2018-08-26,53,False
2018-09-02,77,False
2018-09-09,55,False
2018-09-16,77,False
2018-09-23,50,False
2018-09-30,32,False
2018-10-07,37,False
2018-10-14,27,False
2018-10-21,24,False
2018-10-28,26,False
2018-11-04,7,False
2018-11-11,10,False
2018-11-18,9,False
2018-11-25,14,False
2018-12-02,30,False
2018-12-09,7,False
2018-12-16,24,False
2018-12-23,31,False
2018-12-30,23,False
2019-01-06,14,False
2019-01-13,9,False
2019-01-20,6,False
2019-01-27,10,False
2019-02-03,12,False
2019-02-10,8,False
2019-02-17,7,False
2019-02-24,13,False
2019-03-03,7,False
2019-03-10,9,False
2019-03-17,4,False
2019-03-24,22,False
2019-03-31,15,False
2019-04-07,15,False
2019-04-14,29,False
2019-04-21,41,False
2019-04-28,27,False
2019-05-05,36,False
2019-05-12,46,False
2019-05-19,55,False
2019-05-26,58,False
2019-06-02,53,False
2019-06-09,58,False
2019-06-16,77,False
2019-06-23,90,False
2019-06-30,81,False
2019-07-07,59,False
2019-07-14,50,False
2019-07-21,63,False
2019-07-28,68,False
2019-08-04,58,False
2019-08-11,28,False
2019-08-18,82,False
2019-08-25,77,False
2019-09-01,92,False
2019-09-08,71,False
2019-09-15,71,False
2019-09-22,60,False
2019-09-29,38,False
2019-10-06,33,False
2019-10-13,19,False
2019-10-20,22,False
2019-10-27,8,False
2019-11-03,8,False
2019-11-10,4,False
2019-11-17,4,False
2019-11-24,8,False
2019-12-01,29,False
2019-12-08,27,False
2019-12-15,39,False
2019-12-22,43,False
2019-12-29,15,False
2020-01-05,14,False
2020-01-12,9,False
2020-01-19,6,False
2020-01-26,23,False
2020-02-02,4,False
2020-02-09,10,False
2020-02-16,13,False
2020-02-23,4,False
2020-03-01,7,False
2020-03-08,3,False
2020-03-15,3,False
2020-03-22,9,False
2020-03-29,3,False
2020-04-05,12,False
2020-04-12,16,False
2020-04-19,12,False
2020-04-26,14,True
