date,Maquillaje Novia,isPartial
2018-01-07,17,False
2018-01-14,12,False
2018-01-21,11,False
2018-01-28,17,False
2018-02-04,11,False
2018-02-11,12,False
2018-02-18,12,False
2018-02-25,33,False
2018-03-04,35,False
2018-03-11,11,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,12,False
2018-04-08,11,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,34,False
2018-05-06,21,False
2018-05-13,11,False
2018-05-20,23,False
2018-05-27,22,False
2018-06-03,0,False
2018-06-10,11,False
2018-06-17,0,False
2018-06-24,12,False
2018-07-01,12,False
2018-07-08,11,False
2018-07-15,11,False
2018-07-22,12,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,26,False
2018-08-26,12,False
2018-09-02,11,False
2018-09-09,12,False
2018-09-16,11,False
2018-09-23,11,False
2018-09-30,34,False
2018-10-07,12,False
2018-10-14,17,False
2018-10-21,28,False
2018-10-28,41,False
2018-11-04,11,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,14,False
2018-12-30,0,False
2019-01-06,23,False
2019-01-13,0,False
2019-01-20,11,False
2019-01-27,11,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,11,False
2019-03-10,11,False
2019-03-17,0,False
2019-03-24,34,False
2019-03-31,11,False
2019-04-07,22,False
2019-04-14,0,False
2019-04-21,11,False
2019-04-28,11,False
2019-05-05,11,False
2019-05-12,0,False
2019-05-19,10,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,11,False
2019-06-23,23,False
2019-06-30,0,False
2019-07-07,22,False
2019-07-14,22,False
2019-07-21,0,False
2019-07-28,24,False
2019-08-04,12,False
2019-08-11,12,False
2019-08-18,0,False
2019-08-25,17,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,10,False
2019-09-22,10,False
2019-09-29,15,False
2019-10-06,10,False
2019-10-13,10,False
2019-10-20,25,False
2019-10-27,100,False
2019-11-03,10,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,10,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,10,False
2020-01-12,10,False
2020-01-19,0,False
2020-01-26,20,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,20,False
2020-02-23,19,False
2020-03-01,10,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,32,True
