date,castello matrimonio,isPartial
2018-01-07,42,False
2018-01-14,42,False
2018-01-21,41,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,41,False
2018-02-18,79,False
2018-02-25,39,False
2018-03-04,0,False
2018-03-11,80,False
2018-03-18,0,False
2018-03-25,43,False
2018-04-01,91,False
2018-04-08,0,False
2018-04-15,43,False
2018-04-22,0,False
2018-04-29,41,False
2018-05-06,41,False
2018-05-13,63,False
2018-05-20,42,False
2018-05-27,42,False
2018-06-03,42,False
2018-06-10,41,False
2018-06-17,0,False
2018-06-24,43,False
2018-07-01,41,False
2018-07-08,0,False
2018-07-15,42,False
2018-07-22,42,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,42,False
2018-09-02,41,False
2018-09-09,0,False
2018-09-16,81,False
2018-09-23,61,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,42,False
2018-10-21,42,False
2018-10-28,82,False
2018-11-04,0,False
2018-11-11,41,False
2018-11-18,0,False
2018-11-25,41,False
2018-12-02,84,False
2018-12-09,42,False
2018-12-16,0,False
2018-12-23,53,False
2018-12-30,100,False
2019-01-06,0,False
2019-01-13,40,False
2019-01-20,0,False
2019-01-27,40,False
2019-02-03,0,False
2019-02-10,41,False
2019-02-17,41,False
2019-02-24,0,False
2019-03-03,43,False
2019-03-10,0,False
2019-03-17,41,False
2019-03-24,63,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,47,False
2019-04-28,0,False
2019-05-05,41,False
2019-05-12,38,False
2019-05-19,39,False
2019-05-26,57,False
2019-06-02,0,False
2019-06-09,62,False
2019-06-16,42,False
2019-06-23,43,False
2019-06-30,85,False
2019-07-07,39,False
2019-07-14,40,False
2019-07-21,0,False
2019-07-28,41,False
2019-08-04,0,False
2019-08-11,95,False
2019-08-18,0,False
2019-08-25,38,False
2019-09-01,73,False
2019-09-08,57,False
2019-09-15,37,False
2019-09-22,37,False
2019-09-29,76,False
2019-10-06,39,False
2019-10-13,0,False
2019-10-20,38,False
2019-10-27,38,False
2019-11-03,0,False
2019-11-10,37,False
2019-11-17,55,False
2019-11-24,36,False
2019-12-01,0,False
2019-12-08,39,False
2019-12-15,39,False
2019-12-22,93,False
2019-12-29,88,False
2020-01-05,38,False
2020-01-12,34,False
2020-01-19,0,False
2020-01-26,69,False
2020-02-02,34,False
2020-02-09,36,False
2020-02-16,35,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,32,False
2020-03-15,0,False
2020-03-22,30,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,32,False
2020-04-19,92,False
2020-04-26,53,True
