date,castello matrimonio,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,49,False
2018-01-28,0,False
2018-02-04,47,False
2018-02-11,49,False
2018-02-18,0,False
2018-02-25,45,False
2018-03-04,0,False
2018-03-11,49,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,100,False
2018-04-15,0,False
2018-04-22,53,False
2018-04-29,0,False
2018-05-06,50,False
2018-05-13,51,False
2018-05-20,50,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,96,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,47,False
2018-08-05,46,False
2018-08-12,63,False
2018-08-19,84,False
2018-08-26,43,False
2018-09-02,46,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,49,False
2018-09-30,73,False
2018-10-07,52,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,100,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,49,False
2018-11-25,50,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,49,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,45,False
2019-02-03,88,False
2019-02-10,89,False
2019-02-17,46,False
2019-02-24,45,False
2019-03-03,48,False
2019-03-10,0,False
2019-03-17,48,False
2019-03-24,46,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,96,False
2019-04-28,0,False
2019-05-05,45,False
2019-05-12,43,False
2019-05-19,67,False
2019-05-26,42,False
2019-06-02,0,False
2019-06-09,47,False
2019-06-16,47,False
2019-06-23,0,False
2019-06-30,47,False
2019-07-07,43,False
2019-07-14,88,False
2019-07-21,45,False
2019-07-28,44,False
2019-08-04,44,False
2019-08-11,46,False
2019-08-18,43,False
2019-08-25,43,False
2019-09-01,42,False
2019-09-08,42,False
2019-09-15,42,False
2019-09-22,42,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,43,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,44,False
2019-12-08,44,False
2019-12-15,44,False
2019-12-22,46,False
2019-12-29,89,False
2020-01-05,42,False
2020-01-12,60,False
2020-01-19,62,False
2020-01-26,41,False
2020-02-02,39,False
2020-02-09,0,False
2020-02-16,61,False
2020-02-23,0,False
2020-03-01,38,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,66,False
2020-04-05,0,False
2020-04-12,35,False
2020-04-19,32,False
2020-04-26,59,True
