date,abito da cerimonia,isPartial
2018-01-07,21,False
2018-01-14,31,False
2018-01-21,50,False
2018-01-28,51,False
2018-02-04,20,False
2018-02-11,35,False
2018-02-18,25,False
2018-02-25,44,False
2018-03-04,38,False
2018-03-11,29,False
2018-03-18,44,False
2018-03-25,56,False
2018-04-01,64,False
2018-04-08,34,False
2018-04-15,50,False
2018-04-22,31,False
2018-04-29,41,False
2018-05-06,54,False
2018-05-13,68,False
2018-05-20,44,False
2018-05-27,39,False
2018-06-03,40,False
2018-06-10,34,False
2018-06-17,40,False
2018-06-24,56,False
2018-07-01,35,False
2018-07-08,45,False
2018-07-15,36,False
2018-07-22,47,False
2018-07-29,38,False
2018-08-05,35,False
2018-08-12,13,False
2018-08-19,39,False
2018-08-26,37,False
2018-09-02,29,False
2018-09-09,43,False
2018-09-16,56,False
2018-09-23,19,False
2018-09-30,19,False
2018-10-07,43,False
2018-10-14,24,False
2018-10-21,33,False
2018-10-28,9,False
2018-11-04,9,False
2018-11-11,19,False
2018-11-18,18,False
2018-11-25,14,False
2018-12-02,0,False
2018-12-09,9,False
2018-12-16,10,False
2018-12-23,11,False
2018-12-30,11,False
2019-01-06,49,False
2019-01-13,28,False
2019-01-20,36,False
2019-01-27,27,False
2019-02-03,60,False
2019-02-10,46,False
2019-02-17,33,False
2019-02-24,43,False
2019-03-03,62,False
2019-03-10,38,False
2019-03-17,29,False
2019-03-24,59,False
2019-03-31,24,False
2019-04-07,33,False
2019-04-14,70,False
2019-04-21,44,False
2019-04-28,45,False
2019-05-05,100,False
2019-05-12,47,False
2019-05-19,32,False
2019-05-26,27,False
2019-06-02,78,False
2019-06-09,34,False
2019-06-16,87,False
2019-06-23,45,False
2019-06-30,60,False
2019-07-07,49,False
2019-07-14,30,False
2019-07-21,26,False
2019-07-28,27,False
2019-08-04,41,False
2019-08-11,26,False
2019-08-18,24,False
2019-08-25,32,False
2019-09-01,32,False
2019-09-08,19,False
2019-09-15,41,False
2019-09-22,22,False
2019-09-29,31,False
2019-10-06,27,False
2019-10-13,23,False
2019-10-20,9,False
2019-10-27,13,False
2019-11-03,17,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,34,False
2019-12-01,22,False
2019-12-08,9,False
2019-12-15,18,False
2019-12-22,16,False
2019-12-29,16,False
2020-01-05,31,False
2020-01-12,12,False
2020-01-19,30,False
2020-01-26,37,False
2020-02-02,49,False
2020-02-09,42,False
2020-02-16,37,False
2020-02-23,43,False
2020-03-01,39,False
2020-03-08,8,False
2020-03-15,16,False
2020-03-22,15,False
2020-03-29,15,False
2020-04-05,16,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,13,True
