date,abito da cerimonia,isPartial
2018-01-07,25,False
2018-01-14,38,False
2018-01-21,31,False
2018-01-28,31,False
2018-02-04,49,False
2018-02-11,44,False
2018-02-18,32,False
2018-02-25,26,False
2018-03-04,26,False
2018-03-11,52,False
2018-03-18,40,False
2018-03-25,28,False
2018-04-01,22,False
2018-04-08,66,False
2018-04-15,53,False
2018-04-22,21,False
2018-04-29,14,False
2018-05-06,21,False
2018-05-13,100,False
2018-05-20,75,False
2018-05-27,21,False
2018-06-03,28,False
2018-06-10,37,False
2018-06-17,32,False
2018-06-24,39,False
2018-07-01,27,False
2018-07-08,47,False
2018-07-15,27,False
2018-07-22,32,False
2018-07-29,13,False
2018-08-05,43,False
2018-08-12,13,False
2018-08-19,35,False
2018-08-26,13,False
2018-09-02,38,False
2018-09-09,20,False
2018-09-16,25,False
2018-09-23,38,False
2018-09-30,13,False
2018-10-07,13,False
2018-10-14,0,False
2018-10-21,13,False
2018-10-28,26,False
2018-11-04,13,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,14,False
2018-12-16,14,False
2018-12-23,15,False
2018-12-30,27,False
2019-01-06,39,False
2019-01-13,26,False
2019-01-20,12,False
2019-01-27,19,False
2019-02-03,43,False
2019-02-10,31,False
2019-02-17,57,False
2019-02-24,31,False
2019-03-03,46,False
2019-03-10,38,False
2019-03-17,45,False
2019-03-24,45,False
2019-03-31,31,False
2019-04-07,52,False
2019-04-14,20,False
2019-04-21,41,False
2019-04-28,32,False
2019-05-05,44,False
2019-05-12,37,False
2019-05-19,32,False
2019-05-26,48,False
2019-06-02,57,False
2019-06-09,13,False
2019-06-16,34,False
2019-06-23,79,False
2019-06-30,40,False
2019-07-07,53,False
2019-07-14,38,False
2019-07-21,33,False
2019-07-28,13,False
2019-08-04,32,False
2019-08-11,26,False
2019-08-18,42,False
2019-08-25,18,False
2019-09-01,11,False
2019-09-08,24,False
2019-09-15,36,False
2019-09-22,12,False
2019-09-29,12,False
2019-10-06,36,False
2019-10-13,13,False
2019-10-20,12,False
2019-10-27,25,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,25,False
2019-11-24,12,False
2019-12-01,25,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,14,False
2019-12-29,13,False
2020-01-05,19,False
2020-01-12,48,False
2020-01-19,48,False
2020-01-26,18,False
2020-02-02,41,False
2020-02-09,61,False
2020-02-16,42,False
2020-02-23,23,False
2020-03-01,45,False
2020-03-08,0,False
2020-03-15,20,False
2020-03-22,0,False
2020-03-29,10,False
2020-04-05,10,False
2020-04-12,11,False
2020-04-19,10,False
2020-04-26,0,True
