date,abito da cerimonia,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,38,False
2018-02-04,29,False
2018-02-11,97,False
2018-02-18,19,False
2018-02-25,18,False
2018-03-04,19,False
2018-03-11,19,False
2018-03-18,20,False
2018-03-25,41,False
2018-04-01,21,False
2018-04-08,50,False
2018-04-15,20,False
2018-04-22,42,False
2018-04-29,59,False
2018-05-06,48,False
2018-05-13,40,False
2018-05-20,30,False
2018-05-27,20,False
2018-06-03,30,False
2018-06-10,38,False
2018-06-17,0,False
2018-06-24,30,False
2018-07-01,39,False
2018-07-08,19,False
2018-07-15,20,False
2018-07-22,30,False
2018-07-29,21,False
2018-08-05,44,False
2018-08-12,0,False
2018-08-19,22,False
2018-08-26,20,False
2018-09-02,19,False
2018-09-09,0,False
2018-09-16,19,False
2018-09-23,0,False
2018-09-30,39,False
2018-10-07,20,False
2018-10-14,40,False
2018-10-21,0,False
2018-10-28,19,False
2018-11-04,19,False
2018-11-11,39,False
2018-11-18,19,False
2018-11-25,0,False
2018-12-02,20,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,25,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,38,False
2019-01-20,38,False
2019-01-27,19,False
2019-02-03,19,False
2019-02-10,39,False
2019-02-17,20,False
2019-02-24,79,False
2019-03-03,100,False
2019-03-10,30,False
2019-03-17,20,False
2019-03-24,20,False
2019-03-31,39,False
2019-04-07,39,False
2019-04-14,41,False
2019-04-21,56,False
2019-04-28,20,False
2019-05-05,0,False
2019-05-12,37,False
2019-05-19,19,False
2019-05-26,54,False
2019-06-02,40,False
2019-06-09,30,False
2019-06-16,39,False
2019-06-23,20,False
2019-06-30,20,False
2019-07-07,18,False
2019-07-14,19,False
2019-07-21,20,False
2019-07-28,20,False
2019-08-04,42,False
2019-08-11,23,False
2019-08-18,0,False
2019-08-25,18,False
2019-09-01,26,False
2019-09-08,36,False
2019-09-15,36,False
2019-09-22,0,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,19,False
2019-10-20,18,False
2019-10-27,27,False
2019-11-03,17,False
2019-11-10,18,False
2019-11-17,26,False
2019-11-24,17,False
2019-12-01,18,False
2019-12-08,0,False
2019-12-15,18,False
2019-12-22,22,False
2019-12-29,21,False
2020-01-05,27,False
2020-01-12,16,False
2020-01-19,58,False
2020-01-26,0,False
2020-02-02,24,False
2020-02-09,42,False
2020-02-16,50,False
2020-02-23,31,False
2020-03-01,16,False
2020-03-08,15,False
2020-03-15,0,False
2020-03-22,21,False
2020-03-29,15,False
2020-04-05,15,False
2020-04-12,0,False
2020-04-19,14,False
2020-04-26,0,True
