date,abito da cerimonia,isPartial
2018-01-07,42,False
2018-01-14,43,False
2018-01-21,42,False
2018-01-28,62,False
2018-02-04,20,False
2018-02-11,42,False
2018-02-18,100,False
2018-02-25,39,False
2018-03-04,41,False
2018-03-11,21,False
2018-03-18,30,False
2018-03-25,43,False
2018-04-01,0,False
2018-04-08,21,False
2018-04-15,32,False
2018-04-22,0,False
2018-04-29,22,False
2018-05-06,32,False
2018-05-13,0,False
2018-05-20,21,False
2018-05-27,33,False
2018-06-03,22,False
2018-06-10,20,False
2018-06-17,41,False
2018-06-24,20,False
2018-07-01,52,False
2018-07-08,51,False
2018-07-15,41,False
2018-07-22,30,False
2018-07-29,20,False
2018-08-05,29,False
2018-08-12,18,False
2018-08-19,35,False
2018-08-26,37,False
2018-09-02,58,False
2018-09-09,41,False
2018-09-16,0,False
2018-09-23,21,False
2018-09-30,21,False
2018-10-07,0,False
2018-10-14,22,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,83,False
2018-11-11,44,False
2018-11-18,21,False
2018-11-25,21,False
2018-12-02,22,False
2018-12-09,22,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,41,False
2019-01-13,0,False
2019-01-20,47,False
2019-01-27,19,False
2019-02-03,19,False
2019-02-10,93,False
2019-02-17,29,False
2019-02-24,38,False
2019-03-03,20,False
2019-03-10,19,False
2019-03-17,20,False
2019-03-24,20,False
2019-03-31,19,False
2019-04-07,38,False
2019-04-14,30,False
2019-04-21,31,False
2019-04-28,19,False
2019-05-05,19,False
2019-05-12,37,False
2019-05-19,28,False
2019-05-26,18,False
2019-06-02,39,False
2019-06-09,20,False
2019-06-16,20,False
2019-06-23,19,False
2019-06-30,20,False
2019-07-07,27,False
2019-07-14,0,False
2019-07-21,29,False
2019-07-28,55,False
2019-08-04,47,False
2019-08-11,38,False
2019-08-18,37,False
2019-08-25,27,False
2019-09-01,35,False
2019-09-08,18,False
2019-09-15,35,False
2019-09-22,18,False
2019-09-29,36,False
2019-10-06,18,False
2019-10-13,28,False
2019-10-20,18,False
2019-10-27,37,False
2019-11-03,18,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,18,False
2019-12-01,18,False
2019-12-08,0,False
2019-12-15,19,False
2019-12-22,19,False
2019-12-29,19,False
2020-01-05,27,False
2020-01-12,17,False
2020-01-19,44,False
2020-01-26,26,False
2020-02-02,17,False
2020-02-09,52,False
2020-02-16,34,False
2020-02-23,25,False
2020-03-01,24,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,29,False
2020-04-12,0,False
2020-04-19,14,False
2020-04-26,25,True
