date,Colegio Notarial,isPartial
2018-01-07,57,False
2018-01-14,34,False
2018-01-21,45,False
2018-01-28,79,False
2018-02-04,33,False
2018-02-11,35,False
2018-02-18,35,False
2018-02-25,22,False
2018-03-04,22,False
2018-03-11,44,False
2018-03-18,46,False
2018-03-25,45,False
2018-04-01,68,False
2018-04-08,32,False
2018-04-15,22,False
2018-04-22,22,False
2018-04-29,38,False
2018-05-06,100,False
2018-05-13,23,False
2018-05-20,45,False
2018-05-27,33,False
2018-06-03,88,False
2018-06-10,55,False
2018-06-17,24,False
2018-06-24,24,False
2018-07-01,37,False
2018-07-08,76,False
2018-07-15,40,False
2018-07-22,27,False
2018-07-29,43,False
2018-08-05,31,False
2018-08-12,33,False
2018-08-19,46,False
2018-08-26,27,False
2018-09-02,35,False
2018-09-09,58,False
2018-09-16,44,False
2018-09-23,98,False
2018-09-30,77,False
2018-10-07,23,False
2018-10-14,33,False
2018-10-21,44,False
2018-10-28,23,False
2018-11-04,39,False
2018-11-11,51,False
2018-11-18,21,False
2018-11-25,20,False
2018-12-02,32,False
2018-12-09,55,False
2018-12-16,88,False
2018-12-23,55,False
2018-12-30,0,False
2019-01-06,46,False
2019-01-13,32,False
2019-01-20,50,False
2019-01-27,57,False
2019-02-03,21,False
2019-02-10,42,False
2019-02-17,43,False
2019-02-24,38,False
2019-03-03,44,False
2019-03-10,44,False
2019-03-17,33,False
2019-03-24,67,False
2019-03-31,32,False
2019-04-07,95,False
2019-04-14,68,False
2019-04-21,32,False
2019-04-28,68,False
2019-05-05,48,False
2019-05-12,64,False
2019-05-19,64,False
2019-05-26,62,False
2019-06-02,20,False
2019-06-09,50,False
2019-06-16,22,False
2019-06-23,45,False
2019-06-30,47,False
2019-07-07,44,False
2019-07-14,25,False
2019-07-21,24,False
2019-07-28,41,False
2019-08-04,45,False
2019-08-11,32,False
2019-08-18,30,False
2019-08-25,51,False
2019-09-01,20,False
2019-09-08,42,False
2019-09-15,20,False
2019-09-22,41,False
2019-09-29,90,False
2019-10-06,50,False
2019-10-13,19,False
2019-10-20,49,False
2019-10-27,41,False
2019-11-03,48,False
2019-11-10,57,False
2019-11-17,58,False
2019-11-24,19,False
2019-12-01,31,False
2019-12-08,31,False
2019-12-15,29,False
2019-12-22,24,False
2019-12-29,23,False
2020-01-05,59,False
2020-01-12,18,False
2020-01-19,18,False
2020-01-26,47,False
2020-02-02,46,False
2020-02-09,37,False
2020-02-16,38,False
2020-02-23,19,False
2020-03-01,36,False
2020-03-08,18,False
2020-03-15,55,False
2020-03-22,27,False
2020-03-29,36,False
2020-04-05,19,False
2020-04-12,62,True
