date,Torantrieb,isPartial
2018-01-07,81,False
2018-01-14,100,False
2018-01-21,40,False
2018-01-28,21,False
2018-02-04,42,False
2018-02-11,28,False
2018-02-18,21,False
2018-02-25,21,False
2018-03-04,42,False
2018-03-11,61,False
2018-03-18,32,False
2018-03-25,22,False
2018-04-01,22,False
2018-04-08,64,False
2018-04-15,29,False
2018-04-22,35,False
2018-04-29,37,False
2018-05-06,33,False
2018-05-13,21,False
2018-05-20,31,False
2018-05-27,23,False
2018-06-03,43,False
2018-06-10,34,False
2018-06-17,42,False
2018-06-24,0,False
2018-07-01,41,False
2018-07-08,31,False
2018-07-15,21,False
2018-07-22,78,False
2018-07-29,59,False
2018-08-05,23,False
2018-08-12,47,False
2018-08-19,55,False
2018-08-26,23,False
2018-09-02,44,False
2018-09-09,33,False
2018-09-16,35,False
2018-09-23,54,False
2018-09-30,21,False
2018-10-07,42,False
2018-10-14,63,False
2018-10-21,27,False
2018-10-28,41,False
2018-11-04,60,False
2018-11-11,30,False
2018-11-18,32,False
2018-11-25,20,False
2018-12-02,30,False
2018-12-09,50,False
2018-12-16,41,False
2018-12-23,36,False
2018-12-30,43,False
2019-01-06,19,False
2019-01-13,25,False
2019-01-20,44,False
2019-01-27,19,False
2019-02-03,32,False
2019-02-10,19,False
2019-02-17,98,False
2019-02-24,47,False
2019-03-03,20,False
2019-03-10,38,False
2019-03-17,30,False
2019-03-24,20,False
2019-03-31,39,False
2019-04-07,49,False
2019-04-14,53,False
2019-04-21,21,False
2019-04-28,50,False
2019-05-05,32,False
2019-05-12,29,False
2019-05-19,32,False
2019-05-26,40,False
2019-06-02,50,False
2019-06-09,84,False
2019-06-16,21,False
2019-06-23,33,False
2019-06-30,39,False
2019-07-07,28,False
2019-07-14,20,False
2019-07-21,42,False
2019-07-28,28,False
2019-08-04,37,False
2019-08-11,35,False
2019-08-18,22,False
2019-08-25,29,False
2019-09-01,48,False
2019-09-08,27,False
2019-09-15,33,False
2019-09-22,38,False
2019-09-29,39,False
2019-10-06,32,False
2019-10-13,37,False
2019-10-20,47,False
2019-10-27,47,False
2019-11-03,24,False
2019-11-10,37,False
2019-11-17,72,False
2019-11-24,24,False
2019-12-01,37,False
2019-12-08,36,False
2019-12-15,0,False
2019-12-22,36,False
2019-12-29,20,False
2020-01-05,36,False
2020-01-12,43,False
2020-01-19,35,False
2020-01-26,17,False
2020-02-02,29,False
2020-02-09,40,False
2020-02-16,36,False
2020-02-23,29,False
2020-03-01,43,False
2020-03-08,32,False
2020-03-15,31,False
2020-03-22,15,False
2020-03-29,52,False
2020-04-05,28,False
2020-04-12,33,False
2020-04-19,26,False
2020-04-26,41,False
2020-05-03,23,False
2020-05-10,39,False
