date,Torantrieb,isPartial
2018-01-07,45,False
2018-01-14,0,False
2018-01-21,92,False
2018-01-28,46,False
2018-02-04,47,False
2018-02-11,48,False
2018-02-18,47,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,46,False
2018-03-18,47,False
2018-03-25,49,False
2018-04-01,51,False
2018-04-08,49,False
2018-04-15,75,False
2018-04-22,47,False
2018-04-29,49,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,72,False
2018-05-27,97,False
2018-06-03,49,False
2018-06-10,46,False
2018-06-17,0,False
2018-06-24,49,False
2018-07-01,49,False
2018-07-08,49,False
2018-07-15,100,False
2018-07-22,49,False
2018-07-29,47,False
2018-08-05,0,False
2018-08-12,47,False
2018-08-19,71,False
2018-08-26,47,False
2018-09-02,47,False
2018-09-09,0,False
2018-09-16,47,False
2018-09-23,48,False
2018-09-30,50,False
2018-10-07,50,False
2018-10-14,48,False
2018-10-21,46,False
2018-10-28,0,False
2018-11-04,60,False
2018-11-11,46,False
2018-11-18,44,False
2018-11-25,45,False
2018-12-02,46,False
2018-12-09,46,False
2018-12-16,47,False
2018-12-23,0,False
2018-12-30,46,False
2019-01-06,43,False
2019-01-13,43,False
2019-01-20,64,False
2019-01-27,0,False
2019-02-03,43,False
2019-02-10,44,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,45,False
2019-03-10,87,False
2019-03-17,91,False
2019-03-24,45,False
2019-03-31,46,False
2019-04-07,0,False
2019-04-14,71,False
2019-04-21,47,False
2019-04-28,46,False
2019-05-05,43,False
2019-05-12,61,False
2019-05-19,74,False
2019-05-26,0,False
2019-06-02,45,False
2019-06-09,91,False
2019-06-16,0,False
2019-06-23,46,False
2019-06-30,62,False
2019-07-07,46,False
2019-07-14,95,False
2019-07-21,0,False
2019-07-28,48,False
2019-08-04,69,False
2019-08-11,65,False
2019-08-18,88,False
2019-08-25,89,False
2019-09-01,43,False
2019-09-08,45,False
2019-09-15,45,False
2019-09-22,43,False
2019-09-29,89,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,41,False
2019-11-03,41,False
2019-11-10,41,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,63,False
2019-12-08,41,False
2019-12-15,43,False
2019-12-22,45,False
2019-12-29,58,False
2020-01-05,59,False
2020-01-12,77,False
2020-01-19,40,False
2020-01-26,39,False
2020-02-02,0,False
2020-02-09,38,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,63,False
2020-03-08,71,False
2020-03-15,34,False
2020-03-22,33,False
2020-03-29,33,False
2020-04-05,37,False
2020-04-12,0,False
2020-04-19,68,False
2020-04-26,50,False
2020-05-03,68,False
2020-05-10,35,False
