date,Torantrieb,isPartial
2018-01-07,50,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,38,False
2018-02-04,34,False
2018-02-11,38,False
2018-02-18,0,False
2018-02-25,37,False
2018-03-04,25,False
2018-03-11,37,False
2018-03-18,26,False
2018-03-25,39,False
2018-04-01,39,False
2018-04-08,34,False
2018-04-15,26,False
2018-04-22,37,False
2018-04-29,34,False
2018-05-06,53,False
2018-05-13,25,False
2018-05-20,26,False
2018-05-27,24,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,0,False
2018-07-01,26,False
2018-07-08,26,False
2018-07-15,85,False
2018-07-22,35,False
2018-07-29,50,False
2018-08-05,23,False
2018-08-12,36,False
2018-08-19,47,False
2018-08-26,49,False
2018-09-02,37,False
2018-09-09,37,False
2018-09-16,33,False
2018-09-23,100,False
2018-09-30,65,False
2018-10-07,52,False
2018-10-14,25,False
2018-10-21,48,False
2018-10-28,24,False
2018-11-04,0,False
2018-11-11,41,False
2018-11-18,24,False
2018-11-25,33,False
2018-12-02,24,False
2018-12-09,37,False
2018-12-16,25,False
2018-12-23,37,False
2018-12-30,26,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,47,False
2019-01-27,39,False
2019-02-03,23,False
2019-02-10,0,False
2019-02-17,48,False
2019-02-24,49,False
2019-03-03,35,False
2019-03-10,46,False
2019-03-17,40,False
2019-03-24,24,False
2019-03-31,72,False
2019-04-07,25,False
2019-04-14,27,False
2019-04-21,50,False
2019-04-28,48,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,35,False
2019-05-26,96,False
2019-06-02,23,False
2019-06-09,46,False
2019-06-16,23,False
2019-06-23,36,False
2019-06-30,47,False
2019-07-07,0,False
2019-07-14,25,False
2019-07-21,26,False
2019-07-28,0,False
2019-08-04,98,False
2019-08-11,30,False
2019-08-18,0,False
2019-08-25,68,False
2019-09-01,67,False
2019-09-08,23,False
2019-09-15,46,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,92,False
2019-10-13,45,False
2019-10-20,34,False
2019-10-27,66,False
2019-11-03,43,False
2019-11-10,44,False
2019-11-17,29,False
2019-11-24,32,False
2019-12-01,22,False
2019-12-08,32,False
2019-12-15,22,False
2019-12-22,0,False
2019-12-29,22,False
2020-01-05,31,False
2020-01-12,47,False
2020-01-19,42,False
2020-01-26,28,False
2020-02-02,21,False
2020-02-09,30,False
2020-02-16,28,False
2020-02-23,42,False
2020-03-01,21,False
2020-03-08,39,False
2020-03-15,39,False
2020-03-22,19,False
2020-03-29,29,False
2020-04-05,21,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,37,False
2020-05-03,38,False
2020-05-10,19,False
