date,Schlüsselnotdienst,isPartial
2018-01-07,0,False
2018-01-14,31,False
2018-01-21,31,False
2018-01-28,32,False
2018-02-04,65,False
2018-02-11,0,False
2018-02-18,32,False
2018-02-25,31,False
2018-03-04,31,False
2018-03-11,31,False
2018-03-18,32,False
2018-03-25,44,False
2018-04-01,65,False
2018-04-08,32,False
2018-04-15,0,False
2018-04-22,31,False
2018-04-29,0,False
2018-05-06,33,False
2018-05-13,32,False
2018-05-20,49,False
2018-05-27,31,False
2018-06-03,0,False
2018-06-10,77,False
2018-06-17,0,False
2018-06-24,32,False
2018-07-01,0,False
2018-07-08,33,False
2018-07-15,35,False
2018-07-22,33,False
2018-07-29,64,False
2018-08-05,30,False
2018-08-12,30,False
2018-08-19,30,False
2018-08-26,31,False
2018-09-02,31,False
2018-09-09,31,False
2018-09-16,31,False
2018-09-23,31,False
2018-09-30,33,False
2018-10-07,33,False
2018-10-14,62,False
2018-10-21,30,False
2018-10-28,46,False
2018-11-04,30,False
2018-11-11,46,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,46,False
2018-12-09,62,False
2018-12-16,31,False
2018-12-23,35,False
2018-12-30,43,False
2019-01-06,29,False
2019-01-13,58,False
2019-01-20,39,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,30,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,29,False
2019-03-17,30,False
2019-03-24,61,False
2019-03-31,30,False
2019-04-07,63,False
2019-04-14,45,False
2019-04-21,0,False
2019-04-28,91,False
2019-05-05,30,False
2019-05-12,30,False
2019-05-19,29,False
2019-05-26,30,False
2019-06-02,29,False
2019-06-09,0,False
2019-06-16,59,False
2019-06-23,40,False
2019-06-30,30,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,100,False
2019-07-28,47,False
2019-08-04,31,False
2019-08-11,28,False
2019-08-18,44,False
2019-08-25,29,False
2019-09-01,28,False
2019-09-08,58,False
2019-09-15,0,False
2019-09-22,28,False
2019-09-29,29,False
2019-10-06,0,False
2019-10-13,57,False
2019-10-20,28,False
2019-10-27,42,False
2019-11-03,27,False
2019-11-10,0,False
2019-11-17,28,False
2019-11-24,40,False
2019-12-01,27,False
2019-12-08,54,False
2019-12-15,28,False
2019-12-22,30,False
2019-12-29,28,False
2020-01-05,26,False
2020-01-12,25,False
2020-01-19,39,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,26,False
2020-03-01,26,False
2020-03-08,0,False
2020-03-15,24,False
2020-03-22,24,False
2020-03-29,36,False
2020-04-05,26,False
2020-04-12,0,False
2020-04-19,24,False
2020-04-26,93,False
2020-05-03,24,False
2020-05-10,24,False
