date,Schlüsselnotdienst,isPartial
2018-01-07,53,False
2018-01-14,35,False
2018-01-21,0,False
2018-01-28,87,False
2018-02-04,36,False
2018-02-11,0,False
2018-02-18,37,False
2018-02-25,36,False
2018-03-04,37,False
2018-03-11,61,False
2018-03-18,37,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,37,False
2018-04-15,0,False
2018-04-22,37,False
2018-04-29,38,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,38,False
2018-05-27,77,False
2018-06-03,36,False
2018-06-10,34,False
2018-06-17,35,False
2018-06-24,35,False
2018-07-01,0,False
2018-07-08,69,False
2018-07-15,0,False
2018-07-22,70,False
2018-07-29,36,False
2018-08-05,75,False
2018-08-12,59,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,38,False
2018-09-09,0,False
2018-09-16,37,False
2018-09-23,37,False
2018-09-30,37,False
2018-10-07,71,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,36,False
2018-11-04,34,False
2018-11-11,35,False
2018-11-18,34,False
2018-11-25,58,False
2018-12-02,34,False
2018-12-09,35,False
2018-12-16,36,False
2018-12-23,63,False
2018-12-30,38,False
2019-01-06,49,False
2019-01-13,32,False
2019-01-20,33,False
2019-01-27,66,False
2019-02-03,49,False
2019-02-10,0,False
2019-02-17,34,False
2019-02-24,34,False
2019-03-03,52,False
2019-03-10,33,False
2019-03-17,0,False
2019-03-24,59,False
2019-03-31,36,False
2019-04-07,34,False
2019-04-14,88,False
2019-04-21,73,False
2019-04-28,34,False
2019-05-05,44,False
2019-05-12,33,False
2019-05-19,100,False
2019-05-26,82,False
2019-06-02,52,False
2019-06-09,48,False
2019-06-16,54,False
2019-06-23,88,False
2019-06-30,68,False
2019-07-07,33,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,35,False
2019-08-04,36,False
2019-08-11,37,False
2019-08-18,0,False
2019-08-25,55,False
2019-09-01,0,False
2019-09-08,34,False
2019-09-15,34,False
2019-09-22,66,False
2019-09-29,34,False
2019-10-06,33,False
2019-10-13,33,False
2019-10-20,33,False
2019-10-27,32,False
2019-11-03,31,False
2019-11-10,64,False
2019-11-17,32,False
2019-11-24,47,False
2019-12-01,33,False
2019-12-08,0,False
2019-12-15,33,False
2019-12-22,57,False
2019-12-29,35,False
2020-01-05,31,False
2020-01-12,30,False
2020-01-19,31,False
2020-01-26,61,False
2020-02-02,60,False
2020-02-09,0,False
2020-02-16,47,False
2020-02-23,61,False
2020-03-01,30,False
2020-03-08,38,False
2020-03-15,81,False
2020-03-22,28,False
2020-03-29,28,False
2020-04-05,0,False
2020-04-12,29,False
2020-04-19,28,False
2020-04-26,0,False
2020-05-03,28,False
2020-05-10,42,False
