date,Schlüsselnotdienst,isPartial
2018-01-07,0,False
2018-01-14,72,False
2018-01-21,36,False
2018-01-28,72,False
2018-02-04,56,False
2018-02-11,49,False
2018-02-18,0,False
2018-02-25,97,False
2018-03-04,37,False
2018-03-11,49,False
2018-03-18,73,False
2018-03-25,79,False
2018-04-01,39,False
2018-04-08,0,False
2018-04-15,38,False
2018-04-22,48,False
2018-04-29,57,False
2018-05-06,0,False
2018-05-13,84,False
2018-05-20,64,False
2018-05-27,49,False
2018-06-03,37,False
2018-06-10,71,False
2018-06-17,36,False
2018-06-24,37,False
2018-07-01,54,False
2018-07-08,53,False
2018-07-15,0,False
2018-07-22,38,False
2018-07-29,39,False
2018-08-05,39,False
2018-08-12,64,False
2018-08-19,76,False
2018-08-26,38,False
2018-09-02,37,False
2018-09-09,75,False
2018-09-16,0,False
2018-09-23,75,False
2018-09-30,50,False
2018-10-07,56,False
2018-10-14,38,False
2018-10-21,37,False
2018-10-28,37,False
2018-11-04,53,False
2018-11-11,36,False
2018-11-18,70,False
2018-11-25,0,False
2018-12-02,35,False
2018-12-09,53,False
2018-12-16,73,False
2018-12-23,62,False
2018-12-30,38,False
2019-01-06,34,False
2019-01-13,33,False
2019-01-20,34,False
2019-01-27,100,False
2019-02-03,51,False
2019-02-10,35,False
2019-02-17,35,False
2019-02-24,53,False
2019-03-03,34,False
2019-03-10,67,False
2019-03-17,35,False
2019-03-24,35,False
2019-03-31,34,False
2019-04-07,36,False
2019-04-14,38,False
2019-04-21,37,False
2019-04-28,35,False
2019-05-05,51,False
2019-05-12,35,False
2019-05-19,46,False
2019-05-26,36,False
2019-06-02,86,False
2019-06-09,35,False
2019-06-16,36,False
2019-06-23,71,False
2019-06-30,52,False
2019-07-07,69,False
2019-07-14,48,False
2019-07-21,66,False
2019-07-28,38,False
2019-08-04,0,False
2019-08-11,92,False
2019-08-18,55,False
2019-08-25,52,False
2019-09-01,0,False
2019-09-08,70,False
2019-09-15,70,False
2019-09-22,34,False
2019-09-29,58,False
2019-10-06,67,False
2019-10-13,45,False
2019-10-20,85,False
2019-10-27,67,False
2019-11-03,53,False
2019-11-10,49,False
2019-11-17,48,False
2019-11-24,31,False
2019-12-01,32,False
2019-12-08,54,False
2019-12-15,97,False
2019-12-22,57,False
2019-12-29,35,False
2020-01-05,46,False
2020-01-12,0,False
2020-01-19,63,False
2020-01-26,41,False
2020-02-02,30,False
2020-02-09,30,False
2020-02-16,83,False
2020-02-23,29,False
2020-03-01,89,False
2020-03-08,42,False
2020-03-15,28,False
2020-03-22,42,False
2020-03-29,28,False
2020-04-05,51,False
2020-04-12,0,False
2020-04-19,28,False
2020-04-26,27,False
2020-05-03,56,False
2020-05-10,56,False
