date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,44,0,44,0,0,False
2018-01-14,44,0,0,0,0,False
2018-01-21,0,0,0,0,0,False
2018-01-28,90,0,44,44,0,False
2018-02-04,44,0,44,0,0,False
2018-02-11,0,0,89,0,0,False
2018-02-18,44,0,0,0,0,False
2018-02-25,0,0,0,0,0,False
2018-03-04,0,0,0,44,0,False
2018-03-11,0,0,0,87,0,False
2018-03-18,0,44,0,0,44,False
2018-03-25,0,45,45,0,0,False
2018-04-01,0,0,90,0,0,False
2018-04-08,41,41,41,41,0,False
2018-04-15,44,0,88,44,0,False
2018-04-22,0,42,42,0,0,False
2018-04-29,0,38,37,0,0,False
2018-05-06,37,0,38,74,0,False
2018-05-13,0,78,0,39,0,False
2018-05-20,0,39,39,0,0,False
2018-05-27,0,75,75,38,0,False
2018-06-03,36,37,36,0,0,False
2018-06-10,68,34,34,34,0,False
2018-06-17,0,0,35,0,0,False
2018-06-24,0,0,0,33,0,False
2018-07-01,0,32,0,0,0,False
2018-07-08,60,30,30,30,0,False
2018-07-15,30,0,30,30,0,False
2018-07-22,0,0,0,28,0,False
2018-07-29,0,0,0,0,0,False
2018-08-05,25,25,0,51,0,False
2018-08-12,0,25,0,25,0,False
2018-08-19,27,27,40,0,0,False
2018-08-26,30,59,0,29,0,False
2018-09-02,0,0,48,0,0,False
2018-09-09,0,33,0,33,0,False
2018-09-16,66,0,50,0,0,False
2018-09-23,0,0,0,0,0,False
2018-09-30,0,0,0,0,0,False
2018-10-07,39,0,0,0,0,False
2018-10-14,40,0,40,0,0,False
2018-10-21,42,0,0,0,0,False
2018-10-28,0,0,0,0,0,False
2018-11-04,42,42,42,0,0,False
2018-11-11,0,0,0,0,0,False
2018-11-18,0,0,0,0,0,False
2018-11-25,0,0,0,0,0,False
2018-12-02,47,0,0,0,0,False
2018-12-09,0,0,0,0,0,False
2018-12-16,50,0,100,0,0,False
2018-12-23,56,0,56,0,0,False
2018-12-30,0,50,50,0,0,False
2019-01-06,47,0,47,0,0,False
2019-01-13,46,0,46,0,0,False
2019-01-20,0,0,0,0,0,False
2019-01-27,0,0,0,0,0,False
2019-02-03,0,89,45,0,0,False
2019-02-10,46,0,47,0,0,False
2019-02-17,0,0,47,0,0,False
2019-02-24,0,0,0,47,0,False
2019-03-03,0,0,0,0,0,False
2019-03-10,46,69,0,0,46,False
2019-03-17,0,0,47,48,0,False
2019-03-24,0,0,0,45,0,False
2019-03-31,0,45,45,45,0,False
2019-04-07,0,41,0,42,0,False
2019-04-14,0,0,42,0,0,False
2019-04-21,0,0,40,0,0,False
2019-04-28,0,0,41,0,0,False
2019-05-05,38,0,0,38,0,False
2019-05-12,0,0,38,0,0,False
2019-05-19,0,0,78,0,0,False
2019-05-26,0,0,0,0,0,False
2019-06-02,0,0,37,0,0,False
2019-06-09,0,35,0,0,69,False
2019-06-16,0,35,0,35,0,False
2019-06-23,0,0,0,0,0,False
2019-06-30,0,65,0,0,32,False
2019-07-07,30,44,0,0,29,False
2019-07-14,0,28,0,0,0,False
2019-07-21,28,28,56,0,0,False
2019-07-28,27,55,28,0,0,False
2019-08-04,26,26,0,26,0,False
2019-08-11,25,24,0,0,0,False
2019-08-18,25,0,25,0,0,False
2019-08-25,0,0,0,0,0,False
2019-09-01,0,0,59,29,0,False
2019-09-08,30,0,46,0,0,False
2019-09-15,0,32,0,0,0,False
2019-09-22,34,0,0,0,0,False
2019-09-29,0,0,0,0,0,False
2019-10-06,37,0,0,0,0,False
2019-10-13,39,39,39,0,0,False
2019-10-20,38,0,37,0,0,False
2019-10-27,0,38,0,0,0,False
2019-11-03,0,39,0,0,0,False
2019-11-10,39,0,0,0,0,False
2019-11-17,40,40,0,40,0,False
2019-11-24,0,0,60,40,39,False
2019-12-01,0,0,60,0,0,False
2019-12-08,81,0,0,0,0,False
2019-12-15,0,0,0,0,0,False
2019-12-22,0,0,0,0,0,False
2019-12-29,0,0,92,0,44,False
2020-01-05,41,0,0,0,0,False
2020-01-12,0,39,77,0,0,False
2020-01-19,0,0,39,0,0,False
2020-01-26,0,38,0,38,0,False
2020-02-02,0,0,0,0,0,False
2020-02-09,40,0,39,0,0,False
2020-02-16,41,0,0,0,0,False
2020-02-23,39,39,39,0,0,False
2020-03-01,0,0,37,0,0,False
2020-03-08,37,0,0,36,0,False
2020-03-15,0,0,0,0,0,False
2020-03-22,32,32,0,0,0,False
2020-03-29,34,0,34,0,0,False
2020-04-05,33,67,33,66,0,False
2020-04-12,33,0,33,0,33,False
2020-04-19,0,33,34,33,33,False
2020-04-26,0,0,0,32,0,False
2020-05-03,0,67,65,0,33,False
2020-05-10,0,0,35,69,0,False
2020-05-17,36,0,0,36,0,False
2020-05-24,0,55,36,36,0,False
2020-05-31,35,0,36,0,35,False
2020-06-07,0,68,0,34,0,False
2020-06-14,84,0,84,0,0,True
