date,psychologie clinique,isPartial
2018-01-07,31,False
2018-01-14,31,False
2018-01-21,31,False
2018-01-28,64,False
2018-02-04,47,False
2018-02-11,47,False
2018-02-18,0,False
2018-02-25,30,False
2018-03-04,31,False
2018-03-11,62,False
2018-03-18,0,False
2018-03-25,48,False
2018-04-01,33,False
2018-04-08,33,False
2018-04-15,0,False
2018-04-22,50,False
2018-04-29,32,False
2018-05-06,0,False
2018-05-13,48,False
2018-05-20,0,False
2018-05-27,54,False
2018-06-03,66,False
2018-06-10,42,False
2018-06-17,100,False
2018-06-24,0,False
2018-07-01,32,False
2018-07-08,0,False
2018-07-15,69,False
2018-07-22,0,False
2018-07-29,36,False
2018-08-05,36,False
2018-08-12,37,False
2018-08-19,0,False
2018-08-26,33,False
2018-09-02,34,False
2018-09-09,50,False
2018-09-16,34,False
2018-09-23,66,False
2018-09-30,33,False
2018-10-07,0,False
2018-10-14,51,False
2018-10-21,51,False
2018-10-28,50,False
2018-11-04,64,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,33,False
2018-12-02,0,False
2018-12-09,33,False
2018-12-16,33,False
2018-12-23,36,False
2018-12-30,0,False
2019-01-06,31,False
2019-01-13,47,False
2019-01-20,0,False
2019-01-27,30,False
2019-02-03,31,False
2019-02-10,47,False
2019-02-17,33,False
2019-02-24,32,False
2019-03-03,31,False
2019-03-10,41,False
2019-03-17,33,False
2019-03-24,31,False
2019-03-31,50,False
2019-04-07,30,False
2019-04-14,31,False
2019-04-21,0,False
2019-04-28,89,False
2019-05-05,59,False
2019-05-12,45,False
2019-05-19,45,False
2019-05-26,64,False
2019-06-02,30,False
2019-06-09,29,False
2019-06-16,30,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,30,False
2019-07-14,0,False
2019-07-21,31,False
2019-07-28,32,False
2019-08-04,48,False
2019-08-11,0,False
2019-08-18,35,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,44,False
2019-09-15,29,False
2019-09-22,29,False
2019-09-29,30,False
2019-10-06,30,False
2019-10-13,44,False
2019-10-20,29,False
2019-10-27,43,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,28,False
2019-11-24,27,False
2019-12-01,27,False
2019-12-08,36,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,27,False
2020-01-19,54,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,77,False
2020-02-16,51,False
2020-02-23,42,False
2020-03-01,26,False
2020-03-08,38,False
2020-03-15,0,False
2020-03-22,23,False
2020-03-29,24,False
2020-04-05,0,False
2020-04-12,24,False
2020-04-19,24,False
2020-04-26,23,False
2020-05-03,23,False
2020-05-10,24,False
2020-05-17,0,True
