date,paysagiste,isPartial
2018-01-07,16,False
2018-01-14,16,False
2018-01-21,16,False
2018-01-28,24,False
2018-02-04,28,False
2018-02-11,18,False
2018-02-18,42,False
2018-02-25,12,False
2018-03-04,37,False
2018-03-11,42,False
2018-03-18,36,False
2018-03-25,28,False
2018-04-01,43,False
2018-04-08,32,False
2018-04-15,12,False
2018-04-22,31,False
2018-04-29,12,False
2018-05-06,25,False
2018-05-13,61,False
2018-05-20,33,False
2018-05-27,42,False
2018-06-03,31,False
2018-06-10,27,False
2018-06-17,28,False
2018-06-24,28,False
2018-07-01,23,False
2018-07-08,28,False
2018-07-15,42,False
2018-07-22,0,False
2018-07-29,18,False
2018-08-05,20,False
2018-08-12,12,False
2018-08-19,20,False
2018-08-26,36,False
2018-09-02,20,False
2018-09-09,24,False
2018-09-16,30,False
2018-09-23,37,False
2018-09-30,24,False
2018-10-07,20,False
2018-10-14,33,False
2018-10-21,19,False
2018-10-28,31,False
2018-11-04,20,False
2018-11-11,20,False
2018-11-18,16,False
2018-11-25,24,False
2018-12-02,12,False
2018-12-09,20,False
2018-12-16,19,False
2018-12-23,30,False
2018-12-30,17,False
2019-01-06,12,False
2019-01-13,28,False
2019-01-20,12,False
2019-01-27,27,False
2019-02-03,24,False
2019-02-10,21,False
2019-02-17,38,False
2019-02-24,30,False
2019-03-03,17,False
2019-03-10,48,False
2019-03-17,58,False
2019-03-24,33,False
2019-03-31,18,False
2019-04-07,25,False
2019-04-14,37,False
2019-04-21,23,False
2019-04-28,11,False
2019-05-05,23,False
2019-05-12,16,False
2019-05-19,16,False
2019-05-26,40,False
2019-06-02,29,False
2019-06-09,11,False
2019-06-16,28,False
2019-06-23,15,False
2019-06-30,16,False
2019-07-07,17,False
2019-07-14,27,False
2019-07-21,23,False
2019-07-28,23,False
2019-08-04,19,False
2019-08-11,11,False
2019-08-18,34,False
2019-08-25,28,False
2019-09-01,33,False
2019-09-08,30,False
2019-09-15,46,False
2019-09-22,25,False
2019-09-29,16,False
2019-10-06,33,False
2019-10-13,15,False
2019-10-20,32,False
2019-10-27,34,False
2019-11-03,14,False
2019-11-10,21,False
2019-11-17,21,False
2019-11-24,15,False
2019-12-01,28,False
2019-12-08,43,False
2019-12-15,11,False
2019-12-22,11,False
2019-12-29,27,False
2020-01-05,24,False
2020-01-12,25,False
2020-01-19,28,False
2020-01-26,38,False
2020-02-02,14,False
2020-02-09,33,False
2020-02-16,34,False
2020-02-23,27,False
2020-03-01,27,False
2020-03-08,26,False
2020-03-15,35,False
2020-03-22,21,False
2020-03-29,17,False
2020-04-05,28,False
2020-04-12,23,False
2020-04-19,26,False
2020-04-26,32,False
2020-05-03,27,False
2020-05-10,15,False
2020-05-17,45,False
2020-05-24,34,False
2020-05-31,33,False
2020-06-07,29,False
2020-06-14,33,False
2020-06-21,100,True
