date,paysagiste,isPartial
2018-01-07,22,False
2018-01-14,28,False
2018-01-21,43,False
2018-01-28,32,False
2018-02-04,21,False
2018-02-11,29,False
2018-02-18,66,False
2018-02-25,37,False
2018-03-04,44,False
2018-03-11,22,False
2018-03-18,44,False
2018-03-25,30,False
2018-04-01,37,False
2018-04-08,23,False
2018-04-15,0,False
2018-04-22,23,False
2018-04-29,48,False
2018-05-06,47,False
2018-05-13,22,False
2018-05-20,35,False
2018-05-27,52,False
2018-06-03,46,False
2018-06-10,58,False
2018-06-17,23,False
2018-06-24,34,False
2018-07-01,56,False
2018-07-08,35,False
2018-07-15,42,False
2018-07-22,25,False
2018-07-29,63,False
2018-08-05,90,False
2018-08-12,27,False
2018-08-19,0,False
2018-08-26,55,False
2018-09-02,47,False
2018-09-09,47,False
2018-09-16,39,False
2018-09-23,23,False
2018-09-30,23,False
2018-10-07,35,False
2018-10-14,24,False
2018-10-21,24,False
2018-10-28,23,False
2018-11-04,33,False
2018-11-11,69,False
2018-11-18,33,False
2018-11-25,23,False
2018-12-02,30,False
2018-12-09,23,False
2018-12-16,91,False
2018-12-23,24,False
2018-12-30,48,False
2019-01-06,66,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,33,False
2019-02-10,35,False
2019-02-17,71,False
2019-02-24,30,False
2019-03-03,75,False
2019-03-10,44,False
2019-03-17,69,False
2019-03-24,85,False
2019-03-31,30,False
2019-04-07,35,False
2019-04-14,36,False
2019-04-21,59,False
2019-04-28,43,False
2019-05-05,32,False
2019-05-12,38,False
2019-05-19,44,False
2019-05-26,22,False
2019-06-02,63,False
2019-06-09,36,False
2019-06-16,38,False
2019-06-23,67,False
2019-06-30,100,False
2019-07-07,34,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,33,False
2019-08-04,51,False
2019-08-11,100,False
2019-08-18,32,False
2019-08-25,30,False
2019-09-01,43,False
2019-09-08,55,False
2019-09-15,43,False
2019-09-22,54,False
2019-09-29,61,False
2019-10-06,20,False
2019-10-13,61,False
2019-10-20,27,False
2019-10-27,20,False
2019-11-03,33,False
2019-11-10,20,False
2019-11-17,30,False
2019-11-24,29,False
2019-12-01,39,False
2019-12-08,20,False
2019-12-15,39,False
2019-12-22,21,False
2019-12-29,48,False
2020-01-05,38,False
2020-01-12,25,False
2020-01-19,45,False
2020-01-26,25,False
2020-02-02,31,False
2020-02-09,44,False
2020-02-16,19,False
2020-02-23,56,False
2020-03-01,42,False
2020-03-08,30,False
2020-03-15,25,False
2020-03-22,16,False
2020-03-29,42,False
2020-04-05,27,False
2020-04-12,28,False
2020-04-19,33,False
2020-04-26,30,False
2020-05-03,76,False
2020-05-10,22,False
2020-05-17,65,False
2020-05-24,52,False
2020-05-31,32,False
2020-06-07,61,False
2020-06-14,17,False
2020-06-21,66,True
