date,paysagiste,isPartial
2018-01-07,38,False
2018-01-14,64,False
2018-01-21,75,False
2018-01-28,47,False
2018-02-04,73,False
2018-02-11,47,False
2018-02-18,39,False
2018-02-25,45,False
2018-03-04,32,False
2018-03-11,58,False
2018-03-18,57,False
2018-03-25,32,False
2018-04-01,38,False
2018-04-08,67,False
2018-04-15,72,False
2018-04-22,53,False
2018-04-29,40,False
2018-05-06,46,False
2018-05-13,39,False
2018-05-20,39,False
2018-05-27,38,False
2018-06-03,57,False
2018-06-10,49,False
2018-06-17,49,False
2018-06-24,53,False
2018-07-01,52,False
2018-07-08,34,False
2018-07-15,33,False
2018-07-22,33,False
2018-07-29,44,False
2018-08-05,22,False
2018-08-12,46,False
2018-08-19,55,False
2018-08-26,21,False
2018-09-02,41,False
2018-09-09,51,False
2018-09-16,27,False
2018-09-23,41,False
2018-09-30,33,False
2018-10-07,31,False
2018-10-14,21,False
2018-10-21,31,False
2018-10-28,20,False
2018-11-04,32,False
2018-11-11,30,False
2018-11-18,52,False
2018-11-25,19,False
2018-12-02,19,False
2018-12-09,39,False
2018-12-16,40,False
2018-12-23,0,False
2018-12-30,41,False
2019-01-06,39,False
2019-01-13,26,False
2019-01-20,43,False
2019-01-27,63,False
2019-02-03,45,False
2019-02-10,20,False
2019-02-17,62,False
2019-02-24,33,False
2019-03-03,37,False
2019-03-10,64,False
2019-03-17,100,False
2019-03-24,47,False
2019-03-31,47,False
2019-04-07,68,False
2019-04-14,42,False
2019-04-21,39,False
2019-04-28,25,False
2019-05-05,25,False
2019-05-12,53,False
2019-05-19,45,False
2019-05-26,48,False
2019-06-02,30,False
2019-06-09,31,False
2019-06-16,59,False
2019-06-23,45,False
2019-06-30,65,False
2019-07-07,69,False
2019-07-14,69,False
2019-07-21,42,False
2019-07-28,32,False
2019-08-04,44,False
2019-08-11,42,False
2019-08-18,53,False
2019-08-25,46,False
2019-09-01,38,False
2019-09-08,25,False
2019-09-15,63,False
2019-09-22,41,False
2019-09-29,42,False
2019-10-06,63,False
2019-10-13,54,False
2019-10-20,18,False
2019-10-27,35,False
2019-11-03,40,False
2019-11-10,51,False
2019-11-17,29,False
2019-11-24,16,False
2019-12-01,26,False
2019-12-08,45,False
2019-12-15,17,False
2019-12-22,46,False
2019-12-29,0,False
2020-01-05,44,False
2020-01-12,54,False
2020-01-19,68,False
2020-01-26,33,False
2020-02-02,55,False
2020-02-09,76,False
2020-02-16,34,False
2020-02-23,65,False
2020-03-01,31,False
2020-03-08,46,False
2020-03-15,56,False
2020-03-22,34,False
2020-03-29,22,False
2020-04-05,55,False
2020-04-12,42,False
2020-04-19,47,False
2020-04-26,30,False
2020-05-03,61,False
2020-05-10,35,False
2020-05-17,64,False
2020-05-24,53,False
2020-05-31,64,False
2020-06-07,28,False
2020-06-14,44,False
2020-06-21,66,True
