date,Gas Wasser,isPartial
2018-01-07,62,False
2018-01-14,0,False
2018-01-21,31,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,32,False
2018-02-25,31,False
2018-03-04,95,False
2018-03-11,0,False
2018-03-18,32,False
2018-03-25,34,False
2018-04-01,52,False
2018-04-08,34,False
2018-04-15,0,False
2018-04-22,100,False
2018-04-29,35,False
2018-05-06,0,False
2018-05-13,67,False
2018-05-20,46,False
2018-05-27,32,False
2018-06-03,33,False
2018-06-10,31,False
2018-06-17,0,False
2018-06-24,48,False
2018-07-01,64,False
2018-07-08,32,False
2018-07-15,34,False
2018-07-22,66,False
2018-07-29,0,False
2018-08-05,100,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,33,False
2018-09-09,33,False
2018-09-16,33,False
2018-09-23,0,False
2018-09-30,33,False
2018-10-07,33,False
2018-10-14,0,False
2018-10-21,34,False
2018-10-28,33,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,30,False
2018-11-25,31,False
2018-12-02,62,False
2018-12-09,0,False
2018-12-16,47,False
2018-12-23,0,False
2018-12-30,92,False
2019-01-06,44,False
2019-01-13,29,False
2019-01-20,38,False
2019-01-27,29,False
2019-02-03,91,False
2019-02-10,39,False
2019-02-17,0,False
2019-02-24,60,False
2019-03-03,29,False
2019-03-10,0,False
2019-03-17,30,False
2019-03-24,45,False
2019-03-31,32,False
2019-04-07,31,False
2019-04-14,33,False
2019-04-21,32,False
2019-04-28,29,False
2019-05-05,29,False
2019-05-12,30,False
2019-05-19,49,False
2019-05-26,30,False
2019-06-02,30,False
2019-06-09,30,False
2019-06-16,0,False
2019-06-23,31,False
2019-06-30,46,False
2019-07-07,0,False
2019-07-14,31,False
2019-07-21,32,False
2019-07-28,43,False
2019-08-04,45,False
2019-08-11,29,False
2019-08-18,39,False
2019-08-25,43,False
2019-09-01,57,False
2019-09-08,29,False
2019-09-15,44,False
2019-09-22,43,False
2019-09-29,42,False
2019-10-06,30,False
2019-10-13,29,False
2019-10-20,42,False
2019-10-27,27,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,27,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,27,False
2019-12-15,41,False
2019-12-22,28,False
2019-12-29,82,False
2020-01-05,26,False
2020-01-12,38,False
2020-01-19,43,False
2020-01-26,0,False
2020-02-02,27,False
2020-02-09,25,False
2020-02-16,0,False
2020-02-23,24,False
2020-03-01,33,False
2020-03-08,24,False
2020-03-15,33,False
2020-03-22,21,False
2020-03-29,21,False
2020-04-05,24,False
2020-04-12,23,False
2020-04-19,22,False
2020-04-26,21,False
2020-05-03,44,False
2020-05-10,22,False
