date,Gas Wasser,isPartial
2018-01-07,0,False
2018-01-14,31,False
2018-01-21,61,False
2018-01-28,29,False
2018-02-04,46,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,30,False
2018-03-11,0,False
2018-03-18,30,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,62,False
2018-04-15,31,False
2018-04-22,30,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,29,False
2018-05-20,0,False
2018-05-27,30,False
2018-06-03,30,False
2018-06-10,0,False
2018-06-17,29,False
2018-06-24,30,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,48,False
2018-07-22,32,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,29,False
2018-08-19,29,False
2018-08-26,89,False
2018-09-02,30,False
2018-09-09,29,False
2018-09-16,30,False
2018-09-23,30,False
2018-09-30,0,False
2018-10-07,31,False
2018-10-14,0,False
2018-10-21,28,False
2018-10-28,28,False
2018-11-04,0,False
2018-11-11,29,False
2018-11-18,57,False
2018-11-25,29,False
2018-12-02,100,False
2018-12-09,29,False
2018-12-16,89,False
2018-12-23,33,False
2018-12-30,45,False
2019-01-06,55,False
2019-01-13,27,False
2019-01-20,27,False
2019-01-27,27,False
2019-02-03,0,False
2019-02-10,42,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,28,False
2019-03-10,27,False
2019-03-17,0,False
2019-03-24,43,False
2019-03-31,29,False
2019-04-07,29,False
2019-04-14,31,False
2019-04-21,31,False
2019-04-28,27,False
2019-05-05,0,False
2019-05-12,28,False
2019-05-19,41,False
2019-05-26,0,False
2019-06-02,28,False
2019-06-09,56,False
2019-06-16,28,False
2019-06-23,29,False
2019-06-30,0,False
2019-07-07,28,False
2019-07-14,30,False
2019-07-21,0,False
2019-07-28,29,False
2019-08-04,0,False
2019-08-11,29,False
2019-08-18,29,False
2019-08-25,28,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,48,False
2019-09-22,0,False
2019-09-29,41,False
2019-10-06,27,False
2019-10-13,57,False
2019-10-20,0,False
2019-10-27,26,False
2019-11-03,26,False
2019-11-10,26,False
2019-11-17,26,False
2019-11-24,26,False
2019-12-01,36,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,44,False
2019-12-29,56,False
2020-01-05,25,False
2020-01-12,49,False
2020-01-19,37,False
2020-01-26,0,False
2020-02-02,25,False
2020-02-09,0,False
2020-02-16,26,False
2020-02-23,24,False
2020-03-01,0,False
2020-03-08,23,False
2020-03-15,22,False
2020-03-22,22,False
2020-03-29,65,False
2020-04-05,0,False
2020-04-12,23,False
2020-04-19,23,False
2020-04-26,23,False
2020-05-03,23,False
2020-05-10,0,False
