date,Gas Wasser,isPartial
2018-01-07,67,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,66,False
2018-02-04,50,False
2018-02-11,33,False
2018-02-18,34,False
2018-02-25,33,False
2018-03-04,33,False
2018-03-11,0,False
2018-03-18,34,False
2018-03-25,33,False
2018-04-01,35,False
2018-04-08,87,False
2018-04-15,36,False
2018-04-22,33,False
2018-04-29,34,False
2018-05-06,35,False
2018-05-13,34,False
2018-05-20,35,False
2018-05-27,33,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,67,False
2018-07-01,33,False
2018-07-08,32,False
2018-07-15,34,False
2018-07-22,82,False
2018-07-29,0,False
2018-08-05,47,False
2018-08-12,63,False
2018-08-19,48,False
2018-08-26,32,False
2018-09-02,33,False
2018-09-09,64,False
2018-09-16,32,False
2018-09-23,0,False
2018-09-30,45,False
2018-10-07,52,False
2018-10-14,34,False
2018-10-21,32,False
2018-10-28,32,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,41,False
2018-11-25,32,False
2018-12-02,32,False
2018-12-09,33,False
2018-12-16,49,False
2018-12-23,35,False
2018-12-30,32,False
2019-01-06,31,False
2019-01-13,31,False
2019-01-20,61,False
2019-01-27,0,False
2019-02-03,31,False
2019-02-10,94,False
2019-02-17,63,False
2019-02-24,48,False
2019-03-03,45,False
2019-03-10,40,False
2019-03-17,52,False
2019-03-24,32,False
2019-03-31,49,False
2019-04-07,33,False
2019-04-14,100,False
2019-04-21,32,False
2019-04-28,30,False
2019-05-05,31,False
2019-05-12,31,False
2019-05-19,31,False
2019-05-26,46,False
2019-06-02,0,False
2019-06-09,60,False
2019-06-16,30,False
2019-06-23,31,False
2019-06-30,45,False
2019-07-07,45,False
2019-07-14,30,False
2019-07-21,31,False
2019-07-28,0,False
2019-08-04,29,False
2019-08-11,0,False
2019-08-18,29,False
2019-08-25,58,False
2019-09-01,28,False
2019-09-08,29,False
2019-09-15,29,False
2019-09-22,29,False
2019-09-29,43,False
2019-10-06,88,False
2019-10-13,0,False
2019-10-20,28,False
2019-10-27,28,False
2019-11-03,28,False
2019-11-10,28,False
2019-11-17,56,False
2019-11-24,28,False
2019-12-01,28,False
2019-12-08,57,False
2019-12-15,29,False
2019-12-22,61,False
2019-12-29,56,False
2020-01-05,27,False
2020-01-12,79,False
2020-01-19,0,False
2020-01-26,36,False
2020-02-02,27,False
2020-02-09,26,False
2020-02-16,27,False
2020-02-23,39,False
2020-03-01,27,False
2020-03-08,25,False
2020-03-15,24,False
2020-03-22,24,False
2020-03-29,23,False
2020-04-05,0,False
2020-04-12,25,False
2020-04-19,48,False
2020-04-26,34,False
2020-05-03,48,False
2020-05-10,35,False
