date,menu matrimonio,isPartial
2018-01-07,18,False
2018-01-14,36,False
2018-01-21,44,False
2018-01-28,18,False
2018-02-04,62,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,17,False
2018-03-04,49,False
2018-03-11,33,False
2018-03-18,43,False
2018-03-25,18,False
2018-04-01,18,False
2018-04-08,51,False
2018-04-15,34,False
2018-04-22,36,False
2018-04-29,18,False
2018-05-06,51,False
2018-05-13,59,False
2018-05-20,51,False
2018-05-27,0,False
2018-06-03,18,False
2018-06-10,17,False
2018-06-17,18,False
2018-06-24,98,False
2018-07-01,44,False
2018-07-08,35,False
2018-07-15,36,False
2018-07-22,54,False
2018-07-29,19,False
2018-08-05,21,False
2018-08-12,35,False
2018-08-19,57,False
2018-08-26,65,False
2018-09-02,100,False
2018-09-09,41,False
2018-09-16,49,False
2018-09-23,33,False
2018-09-30,17,False
2018-10-07,34,False
2018-10-14,17,False
2018-10-21,16,False
2018-10-28,25,False
2018-11-04,24,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,16,False
2018-12-02,50,False
2018-12-09,16,False
2018-12-16,17,False
2018-12-23,20,False
2018-12-30,39,False
2019-01-06,17,False
2019-01-13,32,False
2019-01-20,32,False
2019-01-27,16,False
2019-02-03,16,False
2019-02-10,16,False
2019-02-17,32,False
2019-02-24,25,False
2019-03-03,25,False
2019-03-10,33,False
2019-03-17,0,False
2019-03-24,26,False
2019-03-31,26,False
2019-04-07,50,False
2019-04-14,17,False
2019-04-21,57,False
2019-04-28,35,False
2019-05-05,17,False
2019-05-12,48,False
2019-05-19,32,False
2019-05-26,32,False
2019-06-02,34,False
2019-06-09,34,False
2019-06-16,17,False
2019-06-23,17,False
2019-06-30,26,False
2019-07-07,43,False
2019-07-14,26,False
2019-07-21,36,False
2019-07-28,28,False
2019-08-04,20,False
2019-08-11,34,False
2019-08-18,21,False
2019-08-25,19,False
2019-09-01,32,False
2019-09-08,32,False
2019-09-15,31,False
2019-09-22,23,False
2019-09-29,16,False
2019-10-06,0,False
2019-10-13,31,False
2019-10-20,15,False
2019-10-27,15,False
2019-11-03,60,False
2019-11-10,60,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,46,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,38,False
2019-12-29,0,False
2020-01-05,15,False
2020-01-12,0,False
2020-01-19,30,False
2020-01-26,14,False
2020-02-02,14,False
2020-02-09,30,False
2020-02-16,43,False
2020-02-23,14,False
2020-03-01,14,False
2020-03-08,13,False
2020-03-15,14,False
2020-03-22,26,False
2020-03-29,27,False
2020-04-05,14,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
