date,menu matrimonio,isPartial
2018-01-07,35,False
2018-01-14,27,False
2018-01-21,17,False
2018-01-28,34,False
2018-02-04,17,False
2018-02-11,0,False
2018-02-18,23,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,16,False
2018-03-18,16,False
2018-03-25,17,False
2018-04-01,17,False
2018-04-08,16,False
2018-04-15,16,False
2018-04-22,25,False
2018-04-29,24,False
2018-05-06,15,False
2018-05-13,15,False
2018-05-20,47,False
2018-05-27,16,False
2018-06-03,33,False
2018-06-10,31,False
2018-06-17,30,False
2018-06-24,16,False
2018-07-01,16,False
2018-07-08,16,False
2018-07-15,0,False
2018-07-22,33,False
2018-07-29,17,False
2018-08-05,18,False
2018-08-12,0,False
2018-08-19,43,False
2018-08-26,0,False
2018-09-02,48,False
2018-09-09,23,False
2018-09-16,22,False
2018-09-23,23,False
2018-09-30,15,False
2018-10-07,0,False
2018-10-14,16,False
2018-10-21,15,False
2018-10-28,15,False
2018-11-04,15,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,16,False
2018-12-02,14,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,26,False
2019-01-13,17,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,17,False
2019-02-17,0,False
2019-02-24,15,False
2019-03-03,0,False
2019-03-10,26,False
2019-03-17,0,False
2019-03-24,17,False
2019-03-31,17,False
2019-04-07,48,False
2019-04-14,17,False
2019-04-21,20,False
2019-04-28,17,False
2019-05-05,15,False
2019-05-12,33,False
2019-05-19,17,False
2019-05-26,0,False
2019-06-02,17,False
2019-06-09,25,False
2019-06-16,35,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,17,False
2019-07-14,18,False
2019-07-21,0,False
2019-07-28,19,False
2019-08-04,0,False
2019-08-11,22,False
2019-08-18,21,False
2019-08-25,0,False
2019-09-01,40,False
2019-09-08,42,False
2019-09-15,16,False
2019-09-22,16,False
2019-09-29,0,False
2019-10-06,17,False
2019-10-13,17,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,16,False
2019-11-10,16,False
2019-11-17,0,False
2019-11-24,16,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,20,False
2019-12-29,19,False
2020-01-05,100,False
2020-01-12,15,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,16,False
2020-02-16,16,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,30,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,25,True
