date,abiti eleganti,isPartial
2018-01-07,0,False
2018-01-14,26,False
2018-01-21,39,False
2018-01-28,52,False
2018-02-04,26,False
2018-02-11,39,False
2018-02-18,26,False
2018-02-25,50,False
2018-03-04,50,False
2018-03-11,50,False
2018-03-18,63,False
2018-03-25,27,False
2018-04-01,83,False
2018-04-08,50,False
2018-04-15,53,False
2018-04-22,54,False
2018-04-29,49,False
2018-05-06,25,False
2018-05-13,25,False
2018-05-20,62,False
2018-05-27,100,False
2018-06-03,24,False
2018-06-10,22,False
2018-06-17,23,False
2018-06-24,22,False
2018-07-01,31,False
2018-07-08,52,False
2018-07-15,41,False
2018-07-22,40,False
2018-07-29,20,False
2018-08-05,38,False
2018-08-12,29,False
2018-08-19,0,False
2018-08-26,21,False
2018-09-02,0,False
2018-09-09,20,False
2018-09-16,39,False
2018-09-23,0,False
2018-09-30,23,False
2018-10-07,25,False
2018-10-14,25,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,26,False
2018-11-18,38,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,29,False
2019-01-06,53,False
2019-01-13,39,False
2019-01-20,24,False
2019-01-27,75,False
2019-02-03,26,False
2019-02-10,27,False
2019-02-17,27,False
2019-02-24,26,False
2019-03-03,55,False
2019-03-10,78,False
2019-03-17,53,False
2019-03-24,27,False
2019-03-31,40,False
2019-04-07,25,False
2019-04-14,52,False
2019-04-21,54,False
2019-04-28,26,False
2019-05-05,38,False
2019-05-12,37,False
2019-05-19,49,False
2019-05-26,95,False
2019-06-02,74,False
2019-06-09,24,False
2019-06-16,23,False
2019-06-23,0,False
2019-06-30,23,False
2019-07-07,22,False
2019-07-14,0,False
2019-07-21,22,False
2019-07-28,21,False
2019-08-04,21,False
2019-08-11,20,False
2019-08-18,0,False
2019-08-25,38,False
2019-09-01,29,False
2019-09-08,31,False
2019-09-15,21,False
2019-09-22,33,False
2019-09-29,0,False
2019-10-06,34,False
2019-10-13,0,False
2019-10-20,34,False
2019-10-27,24,False
2019-11-03,56,False
2019-11-10,22,False
2019-11-17,0,False
2019-11-24,21,False
2019-12-01,0,False
2019-12-08,46,False
2019-12-15,0,False
2019-12-22,26,False
2019-12-29,0,False
2020-01-05,22,False
2020-01-12,21,False
2020-01-19,61,False
2020-01-26,21,False
2020-02-02,41,False
2020-02-09,21,False
2020-02-16,0,False
2020-02-23,20,False
2020-03-01,77,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,18,False
2020-04-26,0,True
