date,Steinmetz,isPartial
2018-01-07,18,False
2018-01-14,0,False
2018-01-21,55,False
2018-01-28,55,False
2018-02-04,57,False
2018-02-11,37,False
2018-02-18,65,False
2018-02-25,19,False
2018-03-04,28,False
2018-03-11,28,False
2018-03-18,19,False
2018-03-25,31,False
2018-04-01,42,False
2018-04-08,30,False
2018-04-15,51,False
2018-04-22,30,False
2018-04-29,41,False
2018-05-06,22,False
2018-05-13,40,False
2018-05-20,31,False
2018-05-27,77,False
2018-06-03,80,False
2018-06-10,29,False
2018-06-17,76,False
2018-06-24,29,False
2018-07-01,20,False
2018-07-08,50,False
2018-07-15,20,False
2018-07-22,20,False
2018-07-29,20,False
2018-08-05,47,False
2018-08-12,19,False
2018-08-19,38,False
2018-08-26,77,False
2018-09-02,47,False
2018-09-09,58,False
2018-09-16,38,False
2018-09-23,19,False
2018-09-30,62,False
2018-10-07,100,False
2018-10-14,28,False
2018-10-21,36,False
2018-10-28,17,False
2018-11-04,53,False
2018-11-11,45,False
2018-11-18,26,False
2018-11-25,36,False
2018-12-02,36,False
2018-12-09,27,False
2018-12-16,18,False
2018-12-23,19,False
2018-12-30,27,False
2019-01-06,41,False
2019-01-13,41,False
2019-01-20,33,False
2019-01-27,33,False
2019-02-03,50,False
2019-02-10,26,False
2019-02-17,43,False
2019-02-24,78,False
2019-03-03,51,False
2019-03-10,50,False
2019-03-17,27,False
2019-03-24,35,False
2019-03-31,35,False
2019-04-07,96,False
2019-04-14,29,False
2019-04-21,18,False
2019-04-28,34,False
2019-05-05,33,False
2019-05-12,35,False
2019-05-19,17,False
2019-05-26,62,False
2019-06-02,35,False
2019-06-09,53,False
2019-06-16,34,False
2019-06-23,72,False
2019-06-30,44,False
2019-07-07,26,False
2019-07-14,28,False
2019-07-21,48,False
2019-07-28,56,False
2019-08-04,19,False
2019-08-11,26,False
2019-08-18,17,False
2019-08-25,60,False
2019-09-01,0,False
2019-09-08,17,False
2019-09-15,44,False
2019-09-22,41,False
2019-09-29,49,False
2019-10-06,43,False
2019-10-13,42,False
2019-10-20,32,False
2019-10-27,46,False
2019-11-03,30,False
2019-11-10,16,False
2019-11-17,31,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,39,False
2019-12-15,48,False
2019-12-22,34,False
2019-12-29,16,False
2020-01-05,74,False
2020-01-12,15,False
2020-01-19,75,False
2020-01-26,22,False
2020-02-02,29,False
2020-02-09,30,False
2020-02-16,22,False
2020-02-23,29,False
2020-03-01,22,False
2020-03-08,48,False
2020-03-15,26,False
2020-03-22,45,False
2020-03-29,32,False
2020-04-05,36,False
2020-04-12,55,False
2020-04-19,27,False
2020-04-26,45,False
2020-05-03,60,False
2020-05-10,46,False
