date,Facility Management,isPartial
2018-01-07,45,False
2018-01-14,87,False
2018-01-21,45,False
2018-01-28,89,False
2018-02-04,0,False
2018-02-11,45,False
2018-02-18,45,False
2018-02-25,66,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,71,False
2018-04-01,48,False
2018-04-08,48,False
2018-04-15,0,False
2018-04-22,47,False
2018-04-29,49,False
2018-05-06,100,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,46,False
2018-06-03,46,False
2018-06-10,88,False
2018-06-17,44,False
2018-06-24,45,False
2018-07-01,90,False
2018-07-08,44,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,46,False
2018-08-05,47,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,45,False
2018-10-07,46,False
2018-10-14,0,False
2018-10-21,47,False
2018-10-28,0,False
2018-11-04,44,False
2018-11-11,44,False
2018-11-18,84,False
2018-11-25,0,False
2018-12-02,43,False
2018-12-09,43,False
2018-12-16,0,False
2018-12-23,46,False
2018-12-30,44,False
2019-01-06,41,False
2019-01-13,41,False
2019-01-20,41,False
2019-01-27,41,False
2019-02-03,87,False
2019-02-10,62,False
2019-02-17,0,False
2019-02-24,63,False
2019-03-03,41,False
2019-03-10,81,False
2019-03-17,43,False
2019-03-24,85,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,46,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,55,False
2019-05-12,0,False
2019-05-19,42,False
2019-05-26,42,False
2019-06-02,0,False
2019-06-09,41,False
2019-06-16,85,False
2019-06-23,43,False
2019-06-30,0,False
2019-07-07,43,False
2019-07-14,43,False
2019-07-21,45,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,60,False
2019-08-18,41,False
2019-08-25,40,False
2019-09-01,0,False
2019-09-08,82,False
2019-09-15,83,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,42,False
2019-10-13,0,False
2019-10-20,40,False
2019-10-27,39,False
2019-11-03,37,False
2019-11-10,38,False
2019-11-17,0,False
2019-11-24,37,False
2019-12-01,75,False
2019-12-08,0,False
2019-12-15,38,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,36,False
2020-01-12,35,False
2020-01-19,0,False
2020-01-26,36,False
2020-02-02,38,False
2020-02-09,35,False
2020-02-16,35,False
2020-02-23,86,False
2020-03-01,69,False
2020-03-08,33,False
2020-03-15,93,False
2020-03-22,45,False
2020-03-29,44,False
2020-04-05,0,False
2020-04-12,64,False
2020-04-19,51,False
2020-04-26,30,False
2020-05-03,31,False
2020-05-10,0,False
