date,Facility Management,isPartial
2018-01-07,26,False
2018-01-14,26,False
2018-01-21,0,False
2018-01-28,25,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,24,False
2018-02-25,37,False
2018-03-04,26,False
2018-03-11,51,False
2018-03-18,25,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,26,False
2018-04-15,0,False
2018-04-22,50,False
2018-04-29,0,False
2018-05-06,29,False
2018-05-13,52,False
2018-05-20,42,False
2018-05-27,51,False
2018-06-03,26,False
2018-06-10,25,False
2018-06-17,0,False
2018-06-24,26,False
2018-07-01,39,False
2018-07-08,0,False
2018-07-15,28,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,40,False
2018-08-12,26,False
2018-08-19,26,False
2018-08-26,27,False
2018-09-02,26,False
2018-09-09,26,False
2018-09-16,26,False
2018-09-23,27,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,38,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,29,False
2019-01-06,24,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,24,False
2019-02-03,0,False
2019-02-10,49,False
2019-02-17,48,False
2019-02-24,0,False
2019-03-03,38,False
2019-03-10,0,False
2019-03-17,100,False
2019-03-24,25,False
2019-03-31,0,False
2019-04-07,25,False
2019-04-14,56,False
2019-04-21,0,False
2019-04-28,25,False
2019-05-05,24,False
2019-05-12,52,False
2019-05-19,25,False
2019-05-26,26,False
2019-06-02,0,False
2019-06-09,54,False
2019-06-16,28,False
2019-06-23,28,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,89,False
2019-07-21,97,False
2019-07-28,60,False
2019-08-04,56,False
2019-08-11,27,False
2019-08-18,0,False
2019-08-25,27,False
2019-09-01,27,False
2019-09-08,54,False
2019-09-15,27,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,0,False
2019-10-13,26,False
2019-10-20,46,False
2019-10-27,0,False
2019-11-03,24,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,24,False
2019-12-01,26,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,37,False
2019-12-29,31,False
2020-01-05,0,False
2020-01-12,36,False
2020-01-19,23,False
2020-01-26,46,False
2020-02-02,48,False
2020-02-09,45,False
2020-02-16,31,False
2020-02-23,0,False
2020-03-01,44,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,38,False
2020-03-29,0,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,37,False
2020-05-03,0,False
2020-05-10,19,False
