date,Facility Management,isPartial
2018-01-07,19,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,39,False
2018-02-04,40,False
2018-02-11,20,False
2018-02-18,31,False
2018-02-25,29,False
2018-03-04,20,False
2018-03-11,39,False
2018-03-18,59,False
2018-03-25,42,False
2018-04-01,21,False
2018-04-08,41,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,21,False
2018-05-06,21,False
2018-05-13,28,False
2018-05-20,20,False
2018-05-27,20,False
2018-06-03,40,False
2018-06-10,29,False
2018-06-17,19,False
2018-06-24,40,False
2018-07-01,34,False
2018-07-08,51,False
2018-07-15,36,False
2018-07-22,21,False
2018-07-29,20,False
2018-08-05,19,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,49,False
2018-09-02,29,False
2018-09-09,20,False
2018-09-16,33,False
2018-09-23,20,False
2018-09-30,40,False
2018-10-07,31,False
2018-10-14,60,False
2018-10-21,19,False
2018-10-28,25,False
2018-11-04,37,False
2018-11-11,28,False
2018-11-18,28,False
2018-11-25,19,False
2018-12-02,25,False
2018-12-09,19,False
2018-12-16,19,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,18,False
2019-01-13,24,False
2019-01-20,27,False
2019-01-27,18,False
2019-02-03,18,False
2019-02-10,18,False
2019-02-17,19,False
2019-02-24,38,False
2019-03-03,18,False
2019-03-10,36,False
2019-03-17,29,False
2019-03-24,28,False
2019-03-31,19,False
2019-04-07,47,False
2019-04-14,20,False
2019-04-21,30,False
2019-04-28,18,False
2019-05-05,18,False
2019-05-12,28,False
2019-05-19,36,False
2019-05-26,19,False
2019-06-02,28,False
2019-06-09,56,False
2019-06-16,18,False
2019-06-23,19,False
2019-06-30,37,False
2019-07-07,0,False
2019-07-14,100,False
2019-07-21,31,False
2019-07-28,29,False
2019-08-04,0,False
2019-08-11,19,False
2019-08-18,28,False
2019-08-25,27,False
2019-09-01,18,False
2019-09-08,19,False
2019-09-15,38,False
2019-09-22,28,False
2019-09-29,18,False
2019-10-06,27,False
2019-10-13,19,False
2019-10-20,19,False
2019-10-27,17,False
2019-11-03,17,False
2019-11-10,0,False
2019-11-17,17,False
2019-11-24,34,False
2019-12-01,18,False
2019-12-08,17,False
2019-12-15,17,False
2019-12-22,19,False
2019-12-29,18,False
2020-01-05,16,False
2020-01-12,32,False
2020-01-19,25,False
2020-01-26,0,False
2020-02-02,16,False
2020-02-09,17,False
2020-02-16,34,False
2020-02-23,16,False
2020-03-01,27,False
2020-03-08,22,False
2020-03-15,15,False
2020-03-22,22,False
2020-03-29,14,False
2020-04-05,16,False
2020-04-12,15,False
2020-04-19,30,False
2020-04-26,30,False
2020-05-03,30,False
2020-05-10,15,False
