date,Facility Management,isPartial
2018-01-07,63,False
2018-01-14,21,False
2018-01-21,21,False
2018-01-28,41,False
2018-02-04,53,False
2018-02-11,42,False
2018-02-18,42,False
2018-02-25,31,False
2018-03-04,62,False
2018-03-11,31,False
2018-03-18,21,False
2018-03-25,22,False
2018-04-01,21,False
2018-04-08,0,False
2018-04-15,55,False
2018-04-22,62,False
2018-04-29,22,False
2018-05-06,88,False
2018-05-13,42,False
2018-05-20,44,False
2018-05-27,0,False
2018-06-03,42,False
2018-06-10,30,False
2018-06-17,31,False
2018-06-24,21,False
2018-07-01,44,False
2018-07-08,44,False
2018-07-15,23,False
2018-07-22,22,False
2018-07-29,53,False
2018-08-05,20,False
2018-08-12,0,False
2018-08-19,20,False
2018-08-26,61,False
2018-09-02,31,False
2018-09-09,0,False
2018-09-16,31,False
2018-09-23,21,False
2018-09-30,44,False
2018-10-07,22,False
2018-10-14,21,False
2018-10-21,20,False
2018-10-28,51,False
2018-11-04,40,False
2018-11-11,51,False
2018-11-18,100,False
2018-11-25,61,False
2018-12-02,20,False
2018-12-09,31,False
2018-12-16,42,False
2018-12-23,23,False
2018-12-30,32,False
2019-01-06,29,False
2019-01-13,58,False
2019-01-20,48,False
2019-01-27,49,False
2019-02-03,29,False
2019-02-10,40,False
2019-02-17,70,False
2019-02-24,82,False
2019-03-03,39,False
2019-03-10,19,False
2019-03-17,20,False
2019-03-24,40,False
2019-03-31,31,False
2019-04-07,21,False
2019-04-14,45,False
2019-04-21,42,False
2019-04-28,20,False
2019-05-05,29,False
2019-05-12,30,False
2019-05-19,40,False
2019-05-26,40,False
2019-06-02,38,False
2019-06-09,78,False
2019-06-16,78,False
2019-06-23,20,False
2019-06-30,0,False
2019-07-07,61,False
2019-07-14,43,False
2019-07-21,44,False
2019-07-28,62,False
2019-08-04,20,False
2019-08-11,18,False
2019-08-18,58,False
2019-08-25,0,False
2019-09-01,56,False
2019-09-08,95,False
2019-09-15,58,False
2019-09-22,67,False
2019-09-29,38,False
2019-10-06,29,False
2019-10-13,28,False
2019-10-20,75,False
2019-10-27,18,False
2019-11-03,36,False
2019-11-10,27,False
2019-11-17,55,False
2019-11-24,44,False
2019-12-01,54,False
2019-12-08,72,False
2019-12-15,37,False
2019-12-22,20,False
2019-12-29,19,False
2020-01-05,52,False
2020-01-12,50,False
2020-01-19,18,False
2020-01-26,69,False
2020-02-02,34,False
2020-02-09,59,False
2020-02-16,17,False
2020-02-23,26,False
2020-03-01,35,False
2020-03-08,24,False
2020-03-15,32,False
2020-03-22,16,False
2020-03-29,24,False
2020-04-05,26,False
2020-04-12,33,False
2020-04-19,16,False
2020-04-26,0,False
2020-05-03,47,False
2020-05-10,16,False
