date,Entsorgungsbetriebe,isPartial
2018-01-07,64,False
2018-01-14,64,False
2018-01-21,25,False
2018-01-28,38,False
2018-02-04,0,False
2018-02-11,38,False
2018-02-18,51,False
2018-02-25,25,False
2018-03-04,25,False
2018-03-11,0,False
2018-03-18,39,False
2018-03-25,38,False
2018-04-01,68,False
2018-04-08,27,False
2018-04-15,27,False
2018-04-22,38,False
2018-04-29,26,False
2018-05-06,27,False
2018-05-13,26,False
2018-05-20,26,False
2018-05-27,51,False
2018-06-03,39,False
2018-06-10,97,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,49,False
2018-07-15,0,False
2018-07-22,38,False
2018-07-29,87,False
2018-08-05,24,False
2018-08-12,48,False
2018-08-19,74,False
2018-08-26,25,False
2018-09-02,38,False
2018-09-09,61,False
2018-09-16,75,False
2018-09-23,51,False
2018-09-30,77,False
2018-10-07,27,False
2018-10-14,52,False
2018-10-21,25,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,100,False
2018-11-18,36,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,25,False
2018-12-16,64,False
2018-12-23,54,False
2018-12-30,50,False
2019-01-06,24,False
2019-01-13,47,False
2019-01-20,35,False
2019-01-27,24,False
2019-02-03,47,False
2019-02-10,24,False
2019-02-17,36,False
2019-02-24,25,False
2019-03-03,0,False
2019-03-10,23,False
2019-03-17,36,False
2019-03-24,49,False
2019-03-31,25,False
2019-04-07,26,False
2019-04-14,78,False
2019-04-21,25,False
2019-04-28,58,False
2019-05-05,48,False
2019-05-12,36,False
2019-05-19,24,False
2019-05-26,23,False
2019-06-02,35,False
2019-06-09,23,False
2019-06-16,46,False
2019-06-23,47,False
2019-06-30,34,False
2019-07-07,23,False
2019-07-14,23,False
2019-07-21,24,False
2019-07-28,46,False
2019-08-04,23,False
2019-08-11,21,False
2019-08-18,89,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,23,False
2019-09-15,0,False
2019-09-22,44,False
2019-09-29,55,False
2019-10-06,22,False
2019-10-13,66,False
2019-10-20,65,False
2019-10-27,54,False
2019-11-03,43,False
2019-11-10,54,False
2019-11-17,21,False
2019-11-24,42,False
2019-12-01,43,False
2019-12-08,43,False
2019-12-15,22,False
2019-12-22,47,False
2019-12-29,43,False
2020-01-05,93,False
2020-01-12,50,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,31,False
2020-02-09,20,False
2020-02-16,20,False
2020-02-23,20,False
2020-03-01,20,False
2020-03-08,19,False
2020-03-15,54,False
2020-03-22,36,False
2020-03-29,36,False
2020-04-05,50,False
2020-04-12,39,False
2020-04-19,0,False
2020-04-26,18,False
2020-05-03,37,False
2020-05-10,54,False
