date,Entsorgungsbetriebe,isPartial
2018-01-07,64,False
2018-01-14,27,False
2018-01-21,0,False
2018-01-28,42,False
2018-02-04,37,False
2018-02-11,74,False
2018-02-18,37,False
2018-02-25,30,False
2018-03-04,31,False
2018-03-11,37,False
2018-03-18,18,False
2018-03-25,52,False
2018-04-01,39,False
2018-04-08,43,False
2018-04-15,75,False
2018-04-22,63,False
2018-04-29,25,False
2018-05-06,51,False
2018-05-13,36,False
2018-05-20,39,False
2018-05-27,30,False
2018-06-03,45,False
2018-06-10,29,False
2018-06-17,45,False
2018-06-24,74,False
2018-07-01,72,False
2018-07-08,35,False
2018-07-15,56,False
2018-07-22,48,False
2018-07-29,19,False
2018-08-05,58,False
2018-08-12,77,False
2018-08-19,38,False
2018-08-26,62,False
2018-09-02,49,False
2018-09-09,25,False
2018-09-16,43,False
2018-09-23,28,False
2018-09-30,38,False
2018-10-07,28,False
2018-10-14,31,False
2018-10-21,43,False
2018-10-28,100,False
2018-11-04,47,False
2018-11-11,54,False
2018-11-18,47,False
2018-11-25,47,False
2018-12-02,18,False
2018-12-09,53,False
2018-12-16,55,False
2018-12-23,41,False
2018-12-30,69,False
2019-01-06,43,False
2019-01-13,39,False
2019-01-20,61,False
2019-01-27,33,False
2019-02-03,17,False
2019-02-10,46,False
2019-02-17,40,False
2019-02-24,48,False
2019-03-03,60,False
2019-03-10,34,False
2019-03-17,53,False
2019-03-24,44,False
2019-03-31,52,False
2019-04-07,24,False
2019-04-14,48,False
2019-04-21,75,False
2019-04-28,53,False
2019-05-05,42,False
2019-05-12,29,False
2019-05-19,29,False
2019-05-26,53,False
2019-06-02,40,False
2019-06-09,53,False
2019-06-16,48,False
2019-06-23,59,False
2019-06-30,35,False
2019-07-07,43,False
2019-07-14,73,False
2019-07-21,39,False
2019-07-28,48,False
2019-08-04,39,False
2019-08-11,31,False
2019-08-18,90,False
2019-08-25,41,False
2019-09-01,35,False
2019-09-08,47,False
2019-09-15,29,False
2019-09-22,46,False
2019-09-29,43,False
2019-10-06,28,False
2019-10-13,17,False
2019-10-20,46,False
2019-10-27,33,False
2019-11-03,32,False
2019-11-10,22,False
2019-11-17,21,False
2019-11-24,37,False
2019-12-01,27,False
2019-12-08,32,False
2019-12-15,54,False
2019-12-22,62,False
2019-12-29,82,False
2020-01-05,78,False
2020-01-12,45,False
2020-01-19,21,False
2020-01-26,51,False
2020-02-02,30,False
2020-02-09,50,False
2020-02-16,31,False
2020-02-23,34,False
2020-03-01,60,False
2020-03-08,14,False
2020-03-15,79,False
2020-03-22,79,False
2020-03-29,73,False
2020-04-05,91,False
2020-04-12,72,False
2020-04-19,80,False
2020-04-26,64,False
2020-05-03,61,False
2020-05-10,57,False
