date,torta compleanno,isPartial
2018-01-07,89,False
2018-01-14,39,False
2018-01-21,60,False
2018-01-28,100,False
2018-02-04,50,False
2018-02-11,83,False
2018-02-18,67,False
2018-02-25,37,False
2018-03-04,61,False
2018-03-11,68,False
2018-03-18,20,False
2018-03-25,43,False
2018-04-01,52,False
2018-04-08,41,False
2018-04-15,32,False
2018-04-22,89,False
2018-04-29,60,False
2018-05-06,61,False
2018-05-13,43,False
2018-05-20,0,False
2018-05-27,62,False
2018-06-03,60,False
2018-06-10,47,False
2018-06-17,61,False
2018-06-24,21,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,21,False
2018-07-22,81,False
2018-07-29,40,False
2018-08-05,48,False
2018-08-12,35,False
2018-08-19,29,False
2018-08-26,58,False
2018-09-02,71,False
2018-09-09,63,False
2018-09-16,62,False
2018-09-23,32,False
2018-09-30,30,False
2018-10-07,21,False
2018-10-14,45,False
2018-10-21,22,False
2018-10-28,43,False
2018-11-04,64,False
2018-11-11,55,False
2018-11-18,64,False
2018-11-25,21,False
2018-12-02,80,False
2018-12-09,44,False
2018-12-16,23,False
2018-12-23,0,False
2018-12-30,21,False
2019-01-06,42,False
2019-01-13,64,False
2019-01-20,61,False
2019-01-27,52,False
2019-02-03,21,False
2019-02-10,41,False
2019-02-17,63,False
2019-02-24,32,False
2019-03-03,56,False
2019-03-10,55,False
2019-03-17,23,False
2019-03-24,22,False
2019-03-31,0,False
2019-04-07,66,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,32,False
2019-05-05,21,False
2019-05-12,31,False
2019-05-19,54,False
2019-05-26,40,False
2019-06-02,22,False
2019-06-09,34,False
2019-06-16,55,False
2019-06-23,66,False
2019-06-30,33,False
2019-07-07,20,False
2019-07-14,52,False
2019-07-21,21,False
2019-07-28,62,False
2019-08-04,41,False
2019-08-11,19,False
2019-08-18,0,False
2019-08-25,35,False
2019-09-01,37,False
2019-09-08,31,False
2019-09-15,29,False
2019-09-22,77,False
2019-09-29,67,False
2019-10-06,29,False
2019-10-13,79,False
2019-10-20,86,False
2019-10-27,0,False
2019-11-03,18,False
2019-11-10,54,False
2019-11-17,37,False
2019-11-24,46,False
2019-12-01,28,False
2019-12-08,19,False
2019-12-15,39,False
2019-12-22,21,False
2019-12-29,19,False
2020-01-05,37,False
2020-01-12,86,False
2020-01-19,27,False
2020-01-26,34,False
2020-02-02,83,False
2020-02-09,96,False
2020-02-16,53,False
2020-02-23,34,False
2020-03-01,65,False
2020-03-08,23,False
2020-03-15,31,False
2020-03-22,51,False
2020-03-29,38,False
2020-04-05,41,False
2020-04-12,49,False
2020-04-19,38,False
2020-04-26,82,True
