date,torta compleanno,isPartial
2018-01-07,19,False
2018-01-14,18,False
2018-01-21,0,False
2018-01-28,27,False
2018-02-04,18,False
2018-02-11,53,False
2018-02-18,35,False
2018-02-25,35,False
2018-03-04,26,False
2018-03-11,27,False
2018-03-18,19,False
2018-03-25,0,False
2018-04-01,20,False
2018-04-08,40,False
2018-04-15,21,False
2018-04-22,0,False
2018-04-29,41,False
2018-05-06,39,False
2018-05-13,0,False
2018-05-20,19,False
2018-05-27,19,False
2018-06-03,60,False
2018-06-10,19,False
2018-06-17,20,False
2018-06-24,0,False
2018-07-01,36,False
2018-07-08,0,False
2018-07-15,26,False
2018-07-22,17,False
2018-07-29,17,False
2018-08-05,16,False
2018-08-12,31,False
2018-08-19,31,False
2018-08-26,0,False
2018-09-02,18,False
2018-09-09,19,False
2018-09-16,18,False
2018-09-23,0,False
2018-09-30,38,False
2018-10-07,39,False
2018-10-14,20,False
2018-10-21,20,False
2018-10-28,39,False
2018-11-04,100,False
2018-11-11,21,False
2018-11-18,51,False
2018-11-25,41,False
2018-12-02,20,False
2018-12-09,0,False
2018-12-16,20,False
2018-12-23,19,False
2018-12-30,15,False
2019-01-06,33,False
2019-01-13,17,False
2019-01-20,26,False
2019-01-27,16,False
2019-02-03,34,False
2019-02-10,17,False
2019-02-17,35,False
2019-02-24,26,False
2019-03-03,18,False
2019-03-10,27,False
2019-03-17,28,False
2019-03-24,38,False
2019-03-31,38,False
2019-04-07,0,False
2019-04-14,38,False
2019-04-21,40,False
2019-04-28,19,False
2019-05-05,19,False
2019-05-12,19,False
2019-05-19,18,False
2019-05-26,0,False
2019-06-02,19,False
2019-06-09,18,False
2019-06-16,17,False
2019-06-23,0,False
2019-06-30,17,False
2019-07-07,33,False
2019-07-14,16,False
2019-07-21,23,False
2019-07-28,15,False
2019-08-04,14,False
2019-08-11,26,False
2019-08-18,0,False
2019-08-25,20,False
2019-09-01,0,False
2019-09-08,16,False
2019-09-15,16,False
2019-09-22,16,False
2019-09-29,66,False
2019-10-06,25,False
2019-10-13,17,False
2019-10-20,18,False
2019-10-27,17,False
2019-11-03,34,False
2019-11-10,52,False
2019-11-17,26,False
2019-11-24,26,False
2019-12-01,35,False
2019-12-08,0,False
2019-12-15,68,False
2019-12-22,33,False
2019-12-29,13,False
2020-01-05,0,False
2020-01-12,29,False
2020-01-19,0,False
2020-01-26,29,False
2020-02-02,29,False
2020-02-09,15,False
2020-02-16,15,False
2020-02-23,27,False
2020-03-01,14,False
2020-03-08,0,False
2020-03-15,22,False
2020-03-22,41,False
2020-03-29,42,False
2020-04-05,15,False
2020-04-12,23,False
2020-04-19,0,False
2020-04-26,50,True
