date,addio celibato,isPartial
2018-01-07,18,False
2018-01-14,0,False
2018-01-21,36,False
2018-01-28,18,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,19,False
2018-03-11,19,False
2018-03-18,39,False
2018-03-25,21,False
2018-04-01,0,False
2018-04-08,38,False
2018-04-15,19,False
2018-04-22,61,False
2018-04-29,49,False
2018-05-06,0,False
2018-05-13,29,False
2018-05-20,78,False
2018-05-27,20,False
2018-06-03,100,False
2018-06-10,63,False
2018-06-17,85,False
2018-06-24,75,False
2018-07-01,48,False
2018-07-08,28,False
2018-07-15,69,False
2018-07-22,38,False
2018-07-29,37,False
2018-08-05,36,False
2018-08-12,91,False
2018-08-19,51,False
2018-08-26,54,False
2018-09-02,37,False
2018-09-09,19,False
2018-09-16,27,False
2018-09-23,54,False
2018-09-30,45,False
2018-10-07,0,False
2018-10-14,19,False
2018-10-21,0,False
2018-10-28,18,False
2018-11-04,0,False
2018-11-11,20,False
2018-11-18,20,False
2018-11-25,39,False
2018-12-02,21,False
2018-12-09,0,False
2018-12-16,21,False
2018-12-23,0,False
2018-12-30,39,False
2019-01-06,19,False
2019-01-13,0,False
2019-01-20,17,False
2019-01-27,27,False
2019-02-03,0,False
2019-02-10,18,False
2019-02-17,0,False
2019-02-24,27,False
2019-03-03,19,False
2019-03-10,18,False
2019-03-17,37,False
2019-03-24,37,False
2019-03-31,18,False
2019-04-07,28,False
2019-04-14,19,False
2019-04-21,29,False
2019-04-28,74,False
2019-05-05,55,False
2019-05-12,44,False
2019-05-19,64,False
2019-05-26,51,False
2019-06-02,46,False
2019-06-09,38,False
2019-06-16,29,False
2019-06-23,47,False
2019-06-30,39,False
2019-07-07,38,False
2019-07-14,74,False
2019-07-21,38,False
2019-07-28,19,False
2019-08-04,55,False
2019-08-11,38,False
2019-08-18,78,False
2019-08-25,34,False
2019-09-01,49,False
2019-09-08,70,False
2019-09-15,44,False
2019-09-22,0,False
2019-09-29,36,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,17,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,18,False
2019-11-17,36,False
2019-11-24,18,False
2019-12-01,0,False
2019-12-08,28,False
2019-12-15,19,False
2019-12-22,20,False
2019-12-29,19,False
2020-01-05,0,False
2020-01-12,17,False
2020-01-19,26,False
2020-01-26,17,False
2020-02-02,33,False
2020-02-09,0,False
2020-02-16,17,False
2020-02-23,17,False
2020-03-01,32,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,15,False
2020-04-19,14,False
2020-04-26,74,True
