date,addio celibato,isPartial
2018-01-07,13,False
2018-01-14,27,False
2018-01-21,27,False
2018-01-28,20,False
2018-02-04,27,False
2018-02-11,27,False
2018-02-18,14,False
2018-02-25,40,False
2018-03-04,14,False
2018-03-11,27,False
2018-03-18,43,False
2018-03-25,36,False
2018-04-01,46,False
2018-04-08,58,False
2018-04-15,38,False
2018-04-22,54,False
2018-04-29,44,False
2018-05-06,36,False
2018-05-13,57,False
2018-05-20,29,False
2018-05-27,29,False
2018-06-03,22,False
2018-06-10,28,False
2018-06-17,14,False
2018-06-24,43,False
2018-07-01,28,False
2018-07-08,36,False
2018-07-15,29,False
2018-07-22,29,False
2018-07-29,29,False
2018-08-05,0,False
2018-08-12,32,False
2018-08-19,37,False
2018-08-26,14,False
2018-09-02,34,False
2018-09-09,28,False
2018-09-16,28,False
2018-09-23,22,False
2018-09-30,100,False
2018-10-07,15,False
2018-10-14,37,False
2018-10-21,15,False
2018-10-28,14,False
2018-11-04,28,False
2018-11-11,22,False
2018-11-18,28,False
2018-11-25,14,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,15,False
2019-01-06,28,False
2019-01-13,0,False
2019-01-20,13,False
2019-01-27,39,False
2019-02-03,13,False
2019-02-10,27,False
2019-02-17,20,False
2019-02-24,47,False
2019-03-03,27,False
2019-03-10,41,False
2019-03-17,42,False
2019-03-24,28,False
2019-03-31,20,False
2019-04-07,27,False
2019-04-14,14,False
2019-04-21,43,False
2019-04-28,53,False
2019-05-05,52,False
2019-05-12,91,False
2019-05-19,39,False
2019-05-26,13,False
2019-06-02,21,False
2019-06-09,21,False
2019-06-16,34,False
2019-06-23,21,False
2019-06-30,48,False
2019-07-07,28,False
2019-07-14,15,False
2019-07-21,21,False
2019-07-28,14,False
2019-08-04,0,False
2019-08-11,16,False
2019-08-18,44,False
2019-08-25,40,False
2019-09-01,19,False
2019-09-08,14,False
2019-09-15,0,False
2019-09-22,26,False
2019-09-29,13,False
2019-10-06,13,False
2019-10-13,13,False
2019-10-20,13,False
2019-10-27,13,False
2019-11-03,19,False
2019-11-10,13,False
2019-11-17,25,False
2019-11-24,12,False
2019-12-01,13,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,14,False
2020-01-05,38,False
2020-01-12,12,False
2020-01-19,37,False
2020-01-26,36,False
2020-02-02,0,False
2020-02-09,18,False
2020-02-16,12,False
2020-02-23,23,False
2020-03-01,23,False
2020-03-08,0,False
2020-03-15,11,False
2020-03-22,10,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,11,False
2020-04-19,11,False
2020-04-26,0,True
