date,addio celibato,isPartial
2018-01-07,20,False
2018-01-14,0,False
2018-01-21,19,False
2018-01-28,19,False
2018-02-04,19,False
2018-02-11,57,False
2018-02-18,46,False
2018-02-25,27,False
2018-03-04,19,False
2018-03-11,66,False
2018-03-18,39,False
2018-03-25,60,False
2018-04-01,42,False
2018-04-08,39,False
2018-04-15,30,False
2018-04-22,41,False
2018-04-29,58,False
2018-05-06,67,False
2018-05-13,59,False
2018-05-20,59,False
2018-05-27,59,False
2018-06-03,20,False
2018-06-10,38,False
2018-06-17,39,False
2018-06-24,40,False
2018-07-01,29,False
2018-07-08,57,False
2018-07-15,39,False
2018-07-22,20,False
2018-07-29,41,False
2018-08-05,22,False
2018-08-12,47,False
2018-08-19,22,False
2018-08-26,87,False
2018-09-02,0,False
2018-09-09,38,False
2018-09-16,57,False
2018-09-23,19,False
2018-09-30,49,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,18,False
2018-11-11,0,False
2018-11-18,19,False
2018-11-25,0,False
2018-12-02,40,False
2018-12-09,39,False
2018-12-16,21,False
2018-12-23,50,False
2018-12-30,23,False
2019-01-06,20,False
2019-01-13,19,False
2019-01-20,19,False
2019-01-27,19,False
2019-02-03,28,False
2019-02-10,19,False
2019-02-17,48,False
2019-02-24,38,False
2019-03-03,20,False
2019-03-10,39,False
2019-03-17,19,False
2019-03-24,20,False
2019-03-31,19,False
2019-04-07,39,False
2019-04-14,0,False
2019-04-21,44,False
2019-04-28,100,False
2019-05-05,39,False
2019-05-12,45,False
2019-05-19,74,False
2019-05-26,62,False
2019-06-02,59,False
2019-06-09,20,False
2019-06-16,19,False
2019-06-23,40,False
2019-06-30,40,False
2019-07-07,18,False
2019-07-14,19,False
2019-07-21,19,False
2019-07-28,19,False
2019-08-04,42,False
2019-08-11,22,False
2019-08-18,19,False
2019-08-25,18,False
2019-09-01,17,False
2019-09-08,35,False
2019-09-15,35,False
2019-09-22,0,False
2019-09-29,35,False
2019-10-06,27,False
2019-10-13,37,False
2019-10-20,18,False
2019-10-27,0,False
2019-11-03,34,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,41,False
2020-01-05,18,False
2020-01-12,16,False
2020-01-19,33,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,17,False
2020-02-16,16,False
2020-02-23,30,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,15,False
2020-04-19,0,False
2020-04-26,25,True
