date,addio celibato,isPartial
2018-01-07,16,False
2018-01-14,16,False
2018-01-21,30,False
2018-01-28,15,False
2018-02-04,22,False
2018-02-11,39,False
2018-02-18,23,False
2018-02-25,38,False
2018-03-04,15,False
2018-03-11,47,False
2018-03-18,16,False
2018-03-25,100,False
2018-04-01,51,False
2018-04-08,23,False
2018-04-15,33,False
2018-04-22,42,False
2018-04-29,65,False
2018-05-06,32,False
2018-05-13,72,False
2018-05-20,48,False
2018-05-27,32,False
2018-06-03,48,False
2018-06-10,39,False
2018-06-17,17,False
2018-06-24,27,False
2018-07-01,53,False
2018-07-08,17,False
2018-07-15,36,False
2018-07-22,0,False
2018-07-29,38,False
2018-08-05,42,False
2018-08-12,0,False
2018-08-19,22,False
2018-08-26,28,False
2018-09-02,26,False
2018-09-09,17,False
2018-09-16,51,False
2018-09-23,17,False
2018-09-30,0,False
2018-10-07,17,False
2018-10-14,17,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,16,False
2018-11-11,16,False
2018-11-18,16,False
2018-11-25,16,False
2018-12-02,0,False
2018-12-09,16,False
2018-12-16,17,False
2018-12-23,19,False
2018-12-30,35,False
2019-01-06,16,False
2019-01-13,47,False
2019-01-20,15,False
2019-01-27,29,False
2019-02-03,29,False
2019-02-10,15,False
2019-02-17,15,False
2019-02-24,31,False
2019-03-03,24,False
2019-03-10,16,False
2019-03-17,23,False
2019-03-24,31,False
2019-03-31,23,False
2019-04-07,15,False
2019-04-14,16,False
2019-04-21,26,False
2019-04-28,48,False
2019-05-05,77,False
2019-05-12,15,False
2019-05-19,22,False
2019-05-26,22,False
2019-06-02,61,False
2019-06-09,37,False
2019-06-16,39,False
2019-06-23,24,False
2019-06-30,55,False
2019-07-07,31,False
2019-07-14,24,False
2019-07-21,25,False
2019-07-28,17,False
2019-08-04,18,False
2019-08-11,20,False
2019-08-18,18,False
2019-08-25,32,False
2019-09-01,58,False
2019-09-08,30,False
2019-09-15,14,False
2019-09-22,15,False
2019-09-29,0,False
2019-10-06,15,False
2019-10-13,15,False
2019-10-20,28,False
2019-10-27,14,False
2019-11-03,14,False
2019-11-10,14,False
2019-11-17,14,False
2019-11-24,20,False
2019-12-01,0,False
2019-12-08,14,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,16,False
2020-01-05,41,False
2020-01-12,13,False
2020-01-19,13,False
2020-01-26,0,False
2020-02-02,25,False
2020-02-09,20,False
2020-02-16,26,False
2020-02-23,25,False
2020-03-01,31,False
2020-03-08,12,False
2020-03-15,23,False
2020-03-22,11,False
2020-03-29,12,False
2020-04-05,0,False
2020-04-12,12,False
2020-04-19,12,False
2020-04-26,39,True
