date,addio celibato,isPartial
2018-01-07,5,False
2018-01-14,21,False
2018-01-21,53,False
2018-01-28,5,False
2018-02-04,32,False
2018-02-11,26,False
2018-02-18,15,False
2018-02-25,20,False
2018-03-04,39,False
2018-03-11,60,False
2018-03-18,15,False
2018-03-25,26,False
2018-04-01,17,False
2018-04-08,76,False
2018-04-15,67,False
2018-04-22,38,False
2018-04-29,69,False
2018-05-06,87,False
2018-05-13,25,False
2018-05-20,45,False
2018-05-27,41,False
2018-06-03,88,False
2018-06-10,41,False
2018-06-17,42,False
2018-06-24,37,False
2018-07-01,36,False
2018-07-08,42,False
2018-07-15,43,False
2018-07-22,16,False
2018-07-29,34,False
2018-08-05,31,False
2018-08-12,14,False
2018-08-19,34,False
2018-08-26,33,False
2018-09-02,20,False
2018-09-09,5,False
2018-09-16,24,False
2018-09-23,25,False
2018-09-30,35,False
2018-10-07,5,False
2018-10-14,10,False
2018-10-21,10,False
2018-10-28,15,False
2018-11-04,19,False
2018-11-11,25,False
2018-11-18,10,False
2018-11-25,10,False
2018-12-02,15,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,12,False
2018-12-30,11,False
2019-01-06,10,False
2019-01-13,43,False
2019-01-20,33,False
2019-01-27,28,False
2019-02-03,5,False
2019-02-10,14,False
2019-02-17,34,False
2019-02-24,20,False
2019-03-03,20,False
2019-03-10,15,False
2019-03-17,45,False
2019-03-24,36,False
2019-03-31,51,False
2019-04-07,35,False
2019-04-14,10,False
2019-04-21,28,False
2019-04-28,47,False
2019-05-05,100,False
2019-05-12,44,False
2019-05-19,34,False
2019-05-26,47,False
2019-06-02,46,False
2019-06-09,30,False
2019-06-16,45,False
2019-06-23,52,False
2019-06-30,52,False
2019-07-07,41,False
2019-07-14,10,False
2019-07-21,16,False
2019-07-28,45,False
2019-08-04,30,False
2019-08-11,27,False
2019-08-18,6,False
2019-08-25,17,False
2019-09-01,29,False
2019-09-08,15,False
2019-09-15,28,False
2019-09-22,28,False
2019-09-29,9,False
2019-10-06,14,False
2019-10-13,14,False
2019-10-20,5,False
2019-10-27,5,False
2019-11-03,13,False
2019-11-10,5,False
2019-11-17,4,False
2019-11-24,18,False
2019-12-01,5,False
2019-12-08,5,False
2019-12-15,9,False
2019-12-22,6,False
2019-12-29,22,False
2020-01-05,37,False
2020-01-12,26,False
2020-01-19,35,False
2020-01-26,21,False
2020-02-02,17,False
2020-02-09,30,False
2020-02-16,9,False
2020-02-23,12,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,8,False
2020-03-22,4,False
2020-03-29,0,False
2020-04-05,8,False
2020-04-12,0,False
2020-04-19,16,False
2020-04-26,7,True
